date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/11,,vs,ND,1.0,0,0,0,0,0,0,7
7/8,,vs,ND,1.0,0,0,0,0,0,2,24
7/3,,@,ND,0.2,2,0,0,0,0,2,15
7/1,,@,ND,0.1,2,1,1,0,0,0,10
6/28,,vs,ND,1.0,2,0,0,0,1,1,15
6/22,,vs,ND,1.1,0,0,0,0,1,3,23
6/21,,@,ND,1.0,1,0,0,0,0,1,10
6/18,,@,ND,1.2,1,0,0,0,0,2,27
6/14,,vs,ND,1.0,1,1,1,1,0,0,9
6/12,,vs,ND,1.0,0,0,0,0,0,0,7
6/10,,vs,ND,1.0,0,0,0,0,1,0,16
6/7,,@,ND,0.2,2,2,2,0,2,0,25
6/5,,@,L 0-1,0.2,2,2,2,0,1,0,16
5/31,,vs,ND,1.1,1,0,0,0,0,1,17
5/29,,vs,W 1-0,1.0,0,1,0,0,0,1,7
5/26,,vs,ND,1.0,1,0,0,0,0,2,14
5/25,,vs,ND,1.0,0,0,0,0,0,0,10
5/23,,@,ND,1.1,0,0,0,0,0,1,16
5/19,,@,W 1-0,1.0,0,0,0,0,0,1,11
5/17,,vs,ND,1.0,0,0,0,0,1,0,19
5/15,,vs,L 0-1,1.0,4,2,2,0,0,0,23
5/12,,vs,ND,1.0,0,0,0,0,0,0,7
5/10,,vs,W 1-0,1.0,1,0,0,0,0,1,9
5/9,,vs,ND,1.0,1,0,0,0,1,1,19
5/5,,@,ND,1.0,1,0,0,0,0,0,7
5/3,,@,ND,1.0,2,0,0,0,0,2,26
5/2,,@,ND,1.0,0,0,0,0,0,0,6
4/29,,vs,ND,1.0,1,0,0,0,0,2,20
4/27,,vs,ND,0.1,0,0,0,0,0,0,4
4/26,,vs,ND,1.0,0,0,0,0,0,1,8
4/24,,vs,ND,1.0,1,0,0,0,1,1,17
4/22,,@,ND,1.0,1,0,0,0,1,2,32
4/19,,@,ND,1.0,1,0,0,0,0,1,17
4/18,,@,ND,1.0,2,0,0,0,2,2,28
4/15,,vs,ND,1.0,0,0,0,0,0,1,14
4/14,,vs,ND,1.0,1,0,0,0,0,1,12
4/12,,@,ND,1.0,0,0,0,0,0,3,21
4/8,,vs,ND,0.2,0,0,0,0,0,0,10
4/7,,vs,ND,1.0,0,0,0,0,1,0,15
4/5,,vs,ND,0.2,2,0,0,0,0,1,19
3/31,,@,ND,1.2,1,2,1,0,1,1,25
3/28,,@,ND,0.2,2,1,1,0,2,2,33
