date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/18,,@,ND,2.0,3,2,2,1,0,4,34
7/9,,vs,L 0-1,4.2,7,2,2,0,0,5,74
7/4,,@,L 0-1,4.0,2,1,1,0,2,4,73
6/29,,@,ND,4.1,5,2,2,0,2,3,75
6/23,,vs,ND,0.2,4,4,4,0,1,2,40
6/17,,@,W 1-0,4.1,4,1,1,0,3,2,77
6/12,,@,L 0-1,5.0,6,7,7,2,5,6,93
6/6,,vs,ND,5.0,3,1,1,0,2,6,86
5/31,,@,L 0-1,5.0,6,3,3,2,2,3,77
5/25,,vs,L 0-1,6.2,3,3,3,2,3,5,97
5/19,,vs,ND,5.0,4,3,3,1,1,5,72
5/14,,@,L 0-1,1.2,5,6,6,0,4,2,64
5/8,,vs,L 0-1,4.1,7,6,6,0,2,5,83
5/3,,vs,ND,5.0,3,1,1,1,3,7,73
