date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,ND,0.2,0,0,0,0,0,1,7
7/12,,@,W 1-0,0.1,0,0,0,0,1,0,8
7/9,,@,W 1-0,1.0,2,0,0,0,0,0,17
7/4,,vs,ND,1.2,1,1,1,1,1,2,35
6/30,,vs,ND,2.0,2,3,2,1,0,0,26
6/29,,vs,ND,0.2,1,0,0,0,1,1,19
6/26,,@,ND,1.1,1,1,1,0,1,1,22
6/25,,@,ND,0.2,0,0,0,0,0,0,9
6/22,,@,ND,2.0,0,0,0,0,2,0,31
6/20,,vs,ND,1.0,5,4,4,0,0,2,29
6/16,,vs,ND,3.0,1,0,0,0,0,3,36
6/10,,@,ND,2.0,1,1,1,0,1,2,27
6/8,,@,ND,0.2,0,0,0,0,1,0,12
6/2,,vs,ND,1.0,0,0,0,0,1,2,26
5/26,,@,ND,3.0,2,0,0,0,1,0,44
5/17,,@,ND,1.0,2,2,2,0,1,0,21
5/13,,@,ND,3.0,3,1,1,0,0,4,55
5/6,,vs,ND,1.2,0,0,0,0,1,2,29
4/26,,@,ND,1.0,0,0,0,0,0,2,11
4/24,,@,ND,2.0,1,0,0,0,1,2,37
4/16,,vs,ND,2.1,3,4,4,1,1,0,38
4/12,,@,ND,1.0,2,1,1,0,0,1,20
4/10,,@,ND,2.0,1,0,0,0,2,0,28
4/5,,vs,ND,1.2,1,0,0,0,0,3,23
4/3,,vs,ND,1.0,0,0,0,0,0,0,10
