date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/15,,vs,ND,4.0,3,4,4,2,2,2,69
8/9,,@,W 1-0,7.0,5,2,2,1,3,3,98
8/3,,vs,W 1-0,6.2,9,5,4,2,1,3,92
7/29,,@,ND,7.0,4,0,0,0,2,5,89
7/24,,@,ND,7.0,7,1,1,0,3,4,97
7/18,,vs,W 1-0,6.0,3,1,1,1,1,4,91
7/12,,@,W 1-0,6.1,6,4,4,1,1,3,92
7/7,,@,W 1-0,6.0,3,0,0,0,2,7,93
6/30,,vs,W 1-0,5.0,8,3,3,2,0,2,76
6/25,,@,ND,4.2,4,0,0,0,4,4,76
5/3,,vs,W 1-0,6.0,4,2,2,1,1,5,94
4/27,,@,ND,4.0,8,5,5,0,2,4,91
4/22,,vs,ND,4.2,5,2,2,0,0,5,84
4/1,,vs,W 1-0,5.2,2,2,1,0,2,10,98
3/26,,vs,L 0-1,3.2,6,6,6,1,1,7,63
