date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/9,,vs,ND,1.0,2,1,0,0,0,2,17
8/6,,vs,ND,2.0,1,0,0,0,1,3,33
8/4,,vs,ND,0.1,0,0,0,0,0,1,4
8/2,,@,ND,0.1,0,0,0,0,0,0,8
7/30,,@,ND,1.0,1,0,0,0,0,1,14
7/27,,vs,ND,1.0,0,0,0,0,0,2,14
7/24,,vs,ND,1.0,0,0,0,0,2,1,15
7/22,,@,ND,1.0,1,0,0,0,0,1,13
7/18,,@,ND,1.0,0,0,0,0,0,2,12
7/12,,vs,W 1-0,1.1,1,0,0,0,0,2,30
7/10,,vs,ND,1.0,1,0,0,0,0,1,22
7/9,,vs,ND,1.0,0,0,0,0,0,2,12
7/5,,@,ND,1.2,0,0,0,0,0,2,13
7/1,,@,ND,1.0,1,0,0,0,1,2,20
6/25,,vs,ND,0.1,1,0,0,0,1,0,12
6/24,,vs,W 1-0,1.0,0,0,0,0,1,1,14
6/19,,@,ND,0.1,0,0,0,0,0,1,5
6/12,,vs,ND,0.1,1,1,1,1,0,0,9
6/9,,vs,ND,0.0,1,1,1,0,2,0,14
6/7,,@,ND,1.0,1,0,0,0,1,1,16
6/6,,@,ND,0.2,2,0,0,0,0,1,22
6/3,,@,ND,0.1,1,0,0,0,1,0,11
6/2,,@,ND,1.0,1,0,0,0,0,1,14
5/29,,@,ND,1.0,1,0,0,0,0,1,16
5/26,,vs,ND,1.0,1,2,2,1,1,2,23
5/24,,vs,ND,1.0,0,0,0,0,0,1,11
5/22,,vs,ND,1.0,0,0,0,0,1,2,19
5/19,,@,ND,0.1,0,0,0,0,3,0,21
5/16,,@,ND,0.2,0,2,2,0,2,1,24
4/30,,@,ND,1.0,0,0,0,0,0,1,19
4/26,,vs,ND,1.1,0,0,0,0,0,1,12
4/25,,vs,ND,1.0,0,0,0,0,1,2,21
4/21,,vs,ND,1.0,1,0,0,0,1,1,26
4/18,,@,ND,1.0,0,0,0,0,0,2,15
4/16,,@,ND,1.0,0,0,0,0,1,3,24
4/12,,@,ND,1.0,1,0,0,0,1,1,21
4/8,,vs,ND,1.0,0,0,0,0,0,2,17
4/5,,vs,ND,0.2,3,2,2,0,0,2,24
4/3,,vs,ND,0.2,2,2,2,0,1,1,26
3/28,,vs,ND,0.2,1,0,0,0,1,1,20
3/27,,vs,ND,1.0,0,0,0,0,0,0,10
