date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/20,,@,ND,0.1,0,0,0,0,0,1,4
5/19,,@,ND,1.0,0,0,0,0,0,3,17
5/15,,@,ND,1.2,1,0,0,0,0,3,21
5/12,,vs,L 0-1,1.0,1,1,1,1,0,2,21
5/10,,vs,ND,1.1,0,0,0,0,1,0,16
5/5,,@,ND,1.0,3,2,2,1,2,3,38
5/3,,vs,ND,0.2,0,0,0,0,1,1,11
4/29,,@,ND,2.2,1,1,1,0,1,0,39
4/24,,@,ND,2.2,3,1,1,1,1,1,36
4/20,,vs,ND,0.0,1,1,1,0,2,0,14
4/18,,vs,ND,3.0,1,0,0,0,1,3,41
4/13,,@,ND,2.1,0,0,0,0,2,2,35
4/10,,@,ND,1.0,1,0,0,0,1,2,17
4/6,,vs,ND,3.0,1,1,1,0,1,4,45
3/31,,@,ND,2.0,1,1,1,1,0,2,26
3/29,,@,ND,2.0,1,0,0,0,1,2,25
