date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/18,,vs,ND,5.0,1,1,1,0,4,6,85
7/8,,@,L 0-1,4.0,7,8,8,2,6,2,94
7/3,,vs,ND,6.0,2,1,1,1,1,4,73
6/26,,@,L 0-1,3.0,5,8,8,3,5,7,93
6/20,,vs,L 0-1,6.0,6,6,6,3,0,8,90
6/14,,@,L 0-1,6.0,8,4,4,0,1,7,101
6/8,,@,ND,6.0,4,3,3,0,4,7,95
6/3,,vs,ND,4.0,6,4,4,1,1,3,83
5/28,,@,W 1-0,6.0,3,1,1,1,1,3,94
5/22,,@,W 1-0,5.0,2,0,0,0,4,5,89
5/15,,vs,W 1-0,7.1,1,0,0,0,4,5,102
5/9,,@,L 0-1,5.2,5,3,1,0,3,5,93
5/2,,@,W 1-0,5.0,5,1,1,0,5,4,87
4/26,,vs,W 1-0,7.0,3,1,1,1,1,8,96
4/20,,@,W 1-0,5.0,5,2,2,0,4,3,96
4/15,,vs,W 1-0,6.0,3,1,1,0,4,10,100
