date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,@,ND,6.0,1,0,0,0,1,3,86
7/10,,vs,W 1-0,7.0,4,1,1,1,0,9,98
7/4,,@,ND,6.0,7,1,1,1,0,11,95
6/29,,@,ND,5.1,4,2,2,0,3,8,89
6/23,,vs,W 1-0,6.1,6,1,1,1,1,6,90
6/18,,@,W 1-0,7.1,5,1,1,1,1,8,88
6/13,,vs,L 0-1,4.0,6,4,4,2,5,6,92
6/6,,@,W 1-0,4.1,3,3,3,2,5,7,90
5/31,,vs,ND,5.1,3,1,1,0,2,6,93
5/26,,vs,ND,7.0,3,2,2,0,2,8,100
5/20,,@,ND,4.2,4,2,2,0,3,5,83
5/15,,vs,ND,4.1,8,4,4,0,1,5,91
5/8,,vs,L 0-1,4.1,6,6,6,2,2,4,74
5/2,,@,W 1-0,6.0,4,0,0,0,1,8,88
4/26,,vs,ND,7.1,3,0,0,0,0,4,76
4/21,,@,W 1-0,6.0,5,2,2,1,1,3,101
4/15,,vs,L 0-1,5.1,7,4,4,2,3,2,92
4/8,,vs,ND,5.0,2,2,2,0,2,3,92
4/3,,vs,ND,6.0,4,1,1,0,0,7,85
3/28,,@,L 0-1,4.0,7,4,3,0,1,5,91
