date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/29,,@,L 0-1,5.2,3,2,2,0,2,4,90
6/24,,vs,ND,3.0,6,4,3,0,2,4,86
6/18,,@,ND,5.1,6,3,2,0,1,5,95
6/13,,vs,L 0-1,6.0,4,2,2,1,0,6,84
6/7,,@,W 1-0,4.0,4,2,2,1,1,3,66
6/1,,@,ND,5.0,1,1,1,1,1,4,63
5/26,,vs,ND,3.0,3,1,1,0,2,6,68
5/22,,@,L 0-1,3.2,4,1,1,0,0,3,65
5/17,,vs,ND,4.0,4,3,2,0,2,3,57
5/10,,@,ND,1.0,0,0,0,0,1,2,20
5/6,,@,ND,0.1,3,1,1,0,0,1,17
4/29,,vs,ND,2.2,7,6,6,1,2,4,73
4/24,,vs,ND,3.1,3,2,2,0,1,7,61
4/17,,@,ND,4.0,6,5,5,1,1,2,72
4/12,,vs,ND,3.0,0,0,0,0,0,4,41
4/8,,vs,ND,4.0,5,2,2,0,2,2,70
4/2,,@,ND,3.2,4,1,1,1,2,2,74
3/29,,vs,ND,1.1,1,0,0,0,2,2,29
