date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,@,ND,6.0,1,0,0,0,3,9,93
7/11,,vs,L 0-1,6.0,8,2,2,0,2,6,99
7/5,,@,W 1-0,7.0,0,0,0,0,0,8,92
6/30,,@,W 1-0,5.1,2,1,1,1,4,8,86
6/24,,vs,ND,4.2,3,1,1,1,0,1,68
5/27,,@,ND,4.0,3,0,0,0,0,9,73
5/22,,vs,W 1-0,6.1,2,1,1,1,0,5,86
5/17,,@,L 0-1,5.0,5,5,5,2,4,5,102
5/12,,@,L 0-1,6.0,3,3,3,1,3,8,87
5/6,,vs,L 0-1,5.0,4,5,5,1,5,6,93
5/1,,vs,L 0-1,5.0,4,2,2,0,2,6,96
4/25,,@,L 0-1,5.1,7,4,4,2,2,6,94
4/19,,vs,W 1-0,6.0,3,1,0,0,1,7,84
4/13,,@,ND,4.0,7,4,3,0,2,2,76
4/8,,vs,W 1-0,5.0,6,4,2,1,2,6,95
4/3,,@,L 0-1,4.0,2,4,4,1,6,4,84
3/28,,vs,ND,7.0,5,3,3,2,1,8,93
