date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,@,ND,7.0,8,1,1,0,1,2,97
7/8,,vs,W 1-0,7.0,5,1,1,0,0,9,99
7/3,,vs,W 1-0,5.0,4,1,1,1,1,2,83
6/27,,@,ND,7.0,3,1,0,0,2,9,112
6/22,,vs,W 1-0,7.1,4,1,1,1,0,9,105
6/16,,vs,ND,6.0,6,1,1,0,2,6,100
6/10,,@,ND,6.0,6,1,1,1,0,5,100
6/5,,@,W 1-0,5.0,2,1,1,1,0,4,62
5/30,,vs,ND,5.0,5,3,3,3,2,5,90
5/24,,@,W 1-0,6.0,3,0,0,0,1,6,90
5/19,,vs,W 1-0,5.0,8,5,5,2,0,5,97
5/14,,@,L 0-1,4.1,7,9,9,2,3,7,92
5/8,,@,W 1-0,7.0,4,2,1,1,1,9,103
5/2,,vs,L 0-1,6.0,3,3,0,0,4,3,97
4/26,,@,ND,7.0,2,0,0,0,2,8,95
4/21,,vs,W 1-0,6.0,5,3,3,2,1,3,96
4/16,,@,ND,5.1,8,4,4,1,1,7,89
4/11,,@,W 1-0,5.1,1,0,0,0,3,1,80
4/5,,vs,ND,5.0,5,1,1,1,3,6,95
3/30,,@,W 1-0,5.0,5,2,2,1,0,5,86
