date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/23,,vs,ND,7.0,2,0,0,0,0,11,97
7/18,,vs,L 0-1,6.0,7,5,5,3,0,11,84
7/9,,@,W 1-0,7.0,3,2,2,1,1,11,103
7/3,,vs,ND,4.2,5,3,3,1,2,6,79
6/28,,vs,ND,5.0,6,3,2,0,3,6,103
6/22,,@,ND,5.0,5,2,2,0,1,8,95
6/17,,@,L 0-1,5.0,7,7,7,2,2,4,87
6/8,,vs,ND,5.0,4,4,3,2,3,5,90
6/3,,@,W 1-0,5.1,4,3,3,2,1,6,96
5/27,,vs,W 1-0,7.0,3,1,1,0,2,4,94
5/22,,@,W 1-0,8.0,5,0,0,0,0,11,99
5/17,,vs,W 1-0,6.0,8,2,2,1,0,7,93
5/10,,vs,L 0-1,6.0,10,5,5,0,1,6,101
5/5,,@,L 0-1,6.0,8,5,5,2,2,7,97
4/29,,vs,W 1-0,7.2,5,1,0,0,0,9,95
4/24,,@,W 1-0,6.0,7,6,6,2,2,4,96
4/18,,vs,W 1-0,7.0,3,1,1,1,1,11,100
4/13,,@,W 1-0,5.0,5,2,2,1,2,4,93
4/7,,vs,ND,5.2,1,1,1,1,5,8,102
4/1,,@,W 1-0,7.0,2,0,0,0,3,10,85
3/27,,@,L 0-1,5.0,2,3,3,1,6,7,89
