date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/28,,vs,W 1-0,6.0,5,4,3,0,1,4,79
6/23,,vs,L 0-1,6.0,7,3,3,2,1,4,92
6/16,,@,ND,5.1,4,5,1,1,4,7,96
6/11,,vs,L 0-1,4.0,7,5,5,1,4,3,98
6/5,,@,L 0-1,4.2,7,6,6,1,3,4,99
5/30,,vs,ND,4.0,10,7,7,0,1,5,77
5/24,,@,W 1-0,6.0,4,1,1,0,3,5,101
5/19,,@,ND,5.2,4,4,4,1,1,3,83
5/13,,vs,L 0-1,5.2,7,6,6,1,1,3,80
5/7,,@,W 1-0,6.0,4,2,2,1,2,4,84
5/1,,vs,W 1-0,7.0,3,1,1,0,1,6,104
4/25,,@,ND,5.0,5,3,3,0,2,6,93
4/19,,vs,W 1-0,7.0,5,2,2,0,0,5,89
4/14,,vs,L 0-1,4.0,6,5,5,1,4,3,90
4/8,,vs,ND,6.0,3,0,0,0,1,4,75
4/3,,vs,W 1-0,6.0,6,2,2,0,4,4,88
3/28,,@,ND,6.0,3,0,0,0,0,3,77
