date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/17,,@,ND,0.2,3,3,3,0,0,0,14
6/14,,vs,ND,2.1,0,0,0,0,1,4,26
6/10,,vs,ND,1.0,1,1,0,0,1,1,27
6/6,,@,ND,2.1,1,0,0,0,0,3,29
6/2,,@,ND,1.2,0,0,0,0,0,1,24
5/29,,vs,ND,2.2,0,0,0,0,1,3,28
5/26,,vs,ND,2.0,1,0,0,0,0,2,34
5/20,,@,L 0-1,2.0,2,2,2,1,0,1,21
5/17,,vs,ND,2.0,2,0,0,0,0,1,21
5/14,,vs,ND,2.0,1,0,0,0,0,1,26
5/13,,vs,ND,1.0,0,0,0,0,0,1,14
5/10,,vs,ND,1.0,1,0,0,0,0,1,15
5/8,,vs,ND,1.2,1,0,0,0,0,0,23
5/4,,@,ND,2.0,0,0,0,0,0,4,28
4/28,,vs,ND,1.1,1,0,0,0,1,3,29
4/26,,vs,ND,0.2,0,0,0,0,1,0,10
4/24,,vs,ND,0.1,0,0,0,0,0,1,4
4/22,,@,ND,2.0,4,1,1,0,1,0,44
4/18,,@,ND,1.1,3,1,1,0,0,0,19
4/16,,vs,ND,1.2,1,0,0,0,0,3,21
4/12,,@,ND,0.1,1,2,2,0,1,0,9
4/11,,@,ND,2.0,0,0,0,0,0,1,23
4/8,,vs,ND,1.0,1,0,0,0,0,2,14
4/7,,vs,ND,1.1,2,1,1,0,1,1,26
4/4,,vs,ND,0.1,0,0,0,0,1,0,16
4/3,,vs,ND,0.2,1,0,0,0,0,0,8
3/30,,@,ND,2.2,3,1,1,0,1,5,51
3/26,,@,ND,2.1,3,2,2,0,1,1,33
