date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/23,,vs,ND,1.0,0,0,0,0,0,0,11
5/22,,vs,ND,0.0,1,1,0,0,0,0,6
5/19,,@,ND,1.0,1,0,0,0,0,1,10
5/15,,@,L 0-1,0.0,1,1,0,0,0,0,5
5/14,,vs,L 0-1,0.1,2,2,2,1,0,0,8
5/12,,vs,ND,0.2,0,0,0,0,1,1,16
5/10,,vs,ND,0.2,0,0,0,0,0,0,5
5/7,,vs,ND,0.2,0,0,0,0,0,0,6
5/6,,@,ND,2.0,0,0,0,0,1,3,31
5/3,,vs,ND,0.2,1,0,0,0,1,0,13
5/2,,vs,ND,2.0,3,0,0,0,0,0,26
4/28,,@,ND,0.2,1,0,0,0,0,0,8
4/25,,@,ND,1.0,0,0,0,0,0,0,12
4/23,,vs,ND,1.1,2,0,0,0,0,1,23
4/21,,vs,ND,1.2,1,0,0,0,1,3,20
4/13,,@,ND,2.0,0,0,0,0,0,0,17
4/10,,@,ND,0.2,0,0,0,0,2,1,22
4/8,,vs,ND,1.0,0,0,0,0,1,3,19
