date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/28,,@,ND,5.0,7,4,4,1,1,2,90
6/23,,@,L 0-1,4.0,6,2,2,1,0,5,84
6/17,,vs,L 0-1,3.0,9,6,6,0,2,2,71
5/25,,vs,L 0-1,4.0,9,7,7,3,1,2,73
5/20,,@,ND,5.0,5,5,5,3,2,2,61
5/15,,vs,W 1-0,5.0,6,2,2,2,1,2,76
5/9,,@,W 1-0,5.0,6,0,0,0,3,6,97
5/3,,vs,W 1-0,6.0,7,1,1,1,2,3,93
4/28,,vs,ND,5.0,5,0,0,0,1,3,87
4/22,,@,ND,5.1,6,3,3,1,1,5,85
4/17,,vs,L 0-1,4.2,11,5,5,0,1,4,103
4/12,,@,W 1-0,5.2,4,0,0,0,0,3,75
4/7,,@,ND,5.0,2,1,1,1,4,6,88
3/31,,@,W 1-0,5.0,4,2,2,1,1,3,87
