date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/28,,vs,ND,5.0,3,2,1,0,3,6,100
8/22,,@,ND,6.0,3,1,1,0,1,9,91
8/16,,vs,ND,6.0,5,2,2,1,2,6,93
8/10,,vs,ND,7.0,5,2,2,1,1,5,93
8/5,,@,ND,5.0,4,2,2,1,1,9,87
7/29,,vs,ND,5.1,7,2,1,1,2,8,97
7/24,,@,W 1-0,5.0,1,0,0,0,4,4,91
7/19,,vs,L 0-1,4.1,2,2,2,0,2,6,84
7/10,,@,ND,1.2,0,0,0,0,0,1,12
7/7,,@,ND,3.0,5,4,4,0,1,4,63
5/31,,vs,L 0-1,2.0,5,7,7,0,2,3,56
5/24,,@,W 1-0,4.2,6,1,1,0,1,3,91
5/19,,@,ND,3.2,7,4,4,1,3,2,83
5/14,,vs,ND,5.0,4,3,2,2,3,2,86
5/8,,@,W 1-0,5.1,3,2,2,2,2,5,91
5/2,,vs,L 0-1,5.1,8,6,6,2,1,5,96
4/26,,@,ND,1.0,1,1,1,0,2,1,25
4/21,,@,W 1-0,5.1,7,2,2,1,2,1,86
4/16,,vs,ND,5.0,3,2,2,0,4,5,85
4/11,,@,W 1-0,5.0,7,5,5,2,3,5,96
4/5,,vs,ND,4.1,3,3,3,1,5,6,92
3/30,,@,L 0-1,4.0,6,3,3,0,5,0,91
