date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/23,,vs,ND,1.0,1,0,0,0,0,1,14
8/30,,@,ND,1.0,0,0,0,0,0,1,8
8/26,,@,ND,0.2,3,1,1,0,2,1,35
8/24,,@,W 1-0,1.0,0,0,0,0,2,1,19
8/22,,@,ND,1.0,1,0,0,0,0,0,12
8/21,,@,ND,1.0,1,0,0,0,0,0,17
8/17,,vs,ND,1.0,0,0,0,0,0,1,8
8/16,,vs,W 1-0,1.0,0,0,0,0,0,2,14
8/14,,vs,ND,0.2,3,1,1,0,0,1,18
8/12,,@,ND,1.0,1,0,0,0,0,2,18
8/9,,vs,ND,1.0,2,1,1,1,1,0,29
8/8,,vs,ND,1.0,0,0,0,0,0,0,13
8/6,,@,ND,1.0,0,0,0,0,0,2,10
8/4,,@,ND,1.0,0,0,0,0,0,0,11
8/1,,vs,ND,1.0,1,1,1,0,1,1,22
7/29,,vs,ND,1.0,2,1,1,0,0,3,21
7/28,,vs,ND,0.2,1,0,0,0,0,2,17
7/25,,@,ND,1.0,1,0,0,0,1,0,21
7/24,,@,ND,1.0,0,1,1,0,1,0,17
7/22,,vs,ND,1.0,0,0,0,0,1,2,18
7/17,,vs,L 0-1,0.2,1,2,2,0,1,0,20
7/10,,@,ND,1.0,1,0,0,0,0,0,13
7/9,,@,L 0-1,0.1,2,1,1,0,0,0,8
7/5,,vs,ND,1.0,0,0,0,0,0,1,13
7/3,,vs,ND,1.0,1,0,0,0,0,2,13
6/27,,vs,ND,1.0,0,0,0,0,0,1,9
6/26,,vs,ND,1.0,0,0,0,0,0,2,13
6/22,,vs,ND,1.0,1,0,0,0,0,3,13
6/20,,@,ND,1.0,0,0,0,0,0,2,15
6/19,,@,L 0-1,0.1,0,1,0,0,1,0,10
6/16,,@,ND,1.0,0,0,0,0,1,1,16
6/13,,vs,ND,1.0,0,0,0,0,0,1,9
6/9,,vs,ND,1.0,0,0,0,0,0,2,12
6/8,,vs,ND,1.0,1,1,1,0,1,1,24
6/5,,@,L 0-1,0.0,1,1,1,1,0,0,6
6/3,,vs,ND,1.0,1,0,0,0,0,2,17
6/1,,vs,L 0-1,1.0,2,1,1,0,0,0,10
5/26,,@,ND,1.0,0,0,0,0,1,1,16
5/23,,vs,ND,1.0,0,0,0,0,0,1,11
5/21,,vs,ND,1.0,0,0,0,0,1,1,21
5/20,,vs,ND,0.2,1,1,1,1,1,1,20
5/17,,vs,ND,1.0,0,0,0,0,0,2,10
5/15,,vs,ND,1.0,0,0,0,0,0,2,11
5/11,,@,ND,0.2,2,2,2,0,1,1,22
5/8,,@,ND,1.0,1,0,0,0,0,1,24
