date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/20,,@,ND,1.0,0,0,0,0,1,2,20
7/17,,@,L 0-1,0.1,4,4,3,0,0,0,14
7/12,,vs,ND,1.0,0,0,0,0,0,0,16
7/8,,vs,ND,2.0,3,1,1,0,0,0,37
7/4,,@,ND,2.0,1,1,1,1,0,3,31
7/1,,@,ND,2.0,3,6,5,3,2,4,52
6/29,,@,ND,0.2,0,0,0,0,1,1,12
6/27,,vs,ND,2.0,2,1,1,0,1,2,36
6/23,,vs,ND,2.0,2,1,1,0,1,3,45
6/21,,@,ND,1.0,0,0,0,0,0,2,11
6/20,,@,ND,0.2,0,0,0,0,0,1,10
6/17,,@,ND,1.2,0,0,0,0,0,1,11
6/15,,@,ND,2.0,1,0,0,0,0,1,24
5/4,,@,ND,0.1,0,0,0,0,0,1,5
5/2,,vs,ND,1.0,0,0,0,0,0,1,14
4/28,,vs,L 0-1,0.2,1,2,2,0,1,1,14
4/22,,@,ND,2.1,2,1,1,0,0,0,42
4/19,,@,ND,0.1,1,1,1,0,0,0,10
4/17,,@,ND,1.0,0,0,0,0,0,1,13
4/12,,vs,ND,2.1,1,2,2,0,1,1,34
4/10,,vs,ND,1.0,1,0,0,0,1,0,13
4/8,,@,ND,1.0,1,0,0,0,1,0,21
4/5,,@,ND,2.1,1,0,0,0,1,0,28
3/31,,vs,ND,2.1,4,4,4,0,1,2,42
3/28,,vs,ND,2.0,0,0,0,0,0,3,23
