date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/17,,@,ND,1.0,2,1,1,0,0,0,23
8/13,,vs,ND,1.2,1,1,1,0,2,3,37
8/8,,vs,ND,1.0,1,0,0,0,1,0,13
8/6,,@,ND,0.2,2,3,1,1,0,0,19
8/5,,@,ND,1.0,0,0,0,0,0,0,9
7/31,,@,ND,0.1,2,0,0,0,0,1,8
7/27,,vs,ND,0.1,2,3,3,0,1,0,21
7/26,,vs,ND,1.0,1,0,0,0,0,1,7
7/24,,vs,ND,1.0,0,1,1,0,2,0,17
7/19,,@,ND,0.2,1,0,0,0,0,1,20
7/18,,@,ND,1.0,0,0,0,0,2,0,20
7/12,,vs,ND,2.0,0,1,0,0,1,1,26
7/11,,vs,ND,1.0,0,0,0,0,0,2,14
7/8,,vs,ND,2.0,0,0,0,0,0,3,26
7/7,,vs,W 1-0,1.0,0,0,0,0,0,0,12
7/2,,@,ND,1.2,4,3,3,0,0,0,34
6/30,,@,ND,1.0,2,1,1,0,0,2,20
6/28,,@,ND,0.2,0,0,0,0,0,1,7
6/20,,vs,ND,1.0,1,1,1,0,1,1,25
6/19,,vs,W 1-0,1.2,0,0,0,0,0,1,21
6/15,,@,ND,1.0,2,2,2,0,1,1,29
6/13,,@,ND,1.1,2,0,0,0,1,1,22
6/10,,vs,ND,1.0,1,0,0,0,0,0,15
5/31,,@,ND,1.1,1,0,0,0,0,1,16
5/29,,@,ND,0.1,1,1,1,0,1,1,11
5/26,,@,ND,2.1,2,0,0,0,0,2,35
5/25,,@,ND,1.0,0,0,0,0,1,1,18
5/21,,vs,ND,2.0,3,2,2,0,1,4,50
5/1,,vs,ND,1.2,5,4,4,1,1,1,50
