date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/27,,vs,ND,2.0,2,1,1,0,0,1,27
6/24,,vs,ND,1.0,1,0,0,0,0,2,14
6/22,,vs,ND,1.0,0,0,0,0,0,2,13
6/20,,vs,ND,2.0,0,0,0,0,0,4,25
6/17,,@,ND,1.1,1,0,0,0,0,0,11
6/13,,@,ND,0.2,5,4,4,1,1,2,39
6/10,,vs,ND,0.1,1,2,2,1,1,1,18
6/7,,@,ND,1.0,1,0,0,0,1,2,15
6/5,,@,ND,1.0,1,0,0,0,0,2,15
6/1,,vs,ND,1.0,3,2,2,0,0,1,20
5/30,,vs,ND,0.1,3,2,2,1,0,1,18
5/13,,@,ND,1.1,0,0,0,0,0,0,21
5/12,,@,ND,0.0,2,3,3,0,1,0,13
5/7,,@,ND,1.0,0,0,0,0,0,1,17
5/5,,vs,ND,1.0,0,0,0,0,0,0,12
5/4,,vs,ND,1.0,0,0,0,0,0,1,10
5/1,,vs,ND,1.0,0,0,0,0,0,1,10
4/28,,@,ND,1.0,1,0,0,0,1,2,16
4/26,,vs,ND,1.1,1,0,0,0,0,2,26
4/24,,vs,ND,1.0,1,0,0,0,0,0,16
4/20,,vs,ND,1.0,0,0,0,0,0,0,7
4/18,,@,ND,1.1,0,0,0,0,1,1,22
4/15,,@,ND,2.0,3,0,0,0,1,1,36
4/12,,vs,ND,0.1,2,2,2,0,1,0,15
4/11,,vs,W 1-0,1.0,1,1,0,0,0,0,11
4/7,,vs,ND,2.1,3,1,1,0,1,2,37
4/4,,@,ND,2.0,1,0,0,0,2,3,35
3/31,,@,ND,1.1,4,2,2,1,0,0,31
3/28,,@,ND,2.0,2,2,1,0,1,2,41
