date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/18,,@,ND,3.0,3,2,2,0,3,5,74
7/7,,vs,ND,5.0,4,2,2,1,2,4,80
7/1,,@,L 0-1,6.0,6,5,1,2,0,5,78
6/26,,@,W 1-0,7.0,2,0,0,0,2,5,89
6/20,,vs,W 1-0,5.0,7,2,2,1,2,7,98
6/14,,@,W 1-0,6.0,6,1,1,0,3,9,105
6/9,,vs,ND,5.1,7,2,2,2,2,5,95
6/3,,@,W 1-0,7.0,2,1,1,0,2,7,92
5/29,,@,ND,6.0,6,6,5,1,3,6,106
5/23,,vs,W 1-0,7.0,1,0,0,0,3,8,95
5/18,,vs,W 1-0,6.0,3,0,0,0,2,6,97
5/13,,@,W 1-0,5.2,7,4,4,2,2,9,96
5/7,,vs,ND,5.0,6,2,2,0,2,5,94
5/2,,vs,W 1-0,7.0,1,0,0,0,1,7,83
4/26,,@,ND,5.0,4,1,0,0,1,5,77
4/20,,vs,ND,5.1,3,2,2,0,2,8,91
4/14,,@,ND,5.0,5,3,3,0,1,5,82
4/9,,vs,W 1-0,5.0,4,1,1,1,3,4,87
4/4,,@,ND,4.2,3,2,2,1,3,6,89
3/29,,vs,ND,5.0,5,3,3,0,2,5,81
