date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/20,,vs,ND,1.0,1,1,1,0,1,1,21
9/16,,@,ND,1.0,3,2,2,0,2,0,29
9/12,,@,ND,1.0,0,0,0,0,0,0,9
9/7,,vs,ND,1.0,2,1,1,0,0,1,17
9/4,,vs,ND,1.0,1,0,0,0,0,1,15
9/2,,vs,ND,1.0,0,0,0,0,0,0,14
8/29,,@,L 0-1,0.1,2,1,1,0,2,0,16
8/27,,@,ND,0.2,0,0,0,0,0,0,4
8/25,,@,ND,0.2,1,0,0,0,1,1,27
8/22,,vs,ND,0.1,0,0,0,0,0,1,5
8/19,,@,ND,1.0,0,0,0,0,1,2,13
8/18,,@,ND,1.0,0,0,0,0,1,2,14
8/16,,vs,ND,0.2,0,0,0,0,1,2,18
8/13,,vs,ND,1.0,1,0,0,0,0,2,17
8/11,,vs,ND,0.2,0,0,0,0,0,1,9
8/10,,vs,W 1-0,1.0,2,2,2,1,1,1,17
8/8,,@,ND,1.0,1,0,0,0,0,1,15
8/5,,@,ND,0.1,0,0,0,0,0,0,3
8/4,,@,ND,0.1,0,0,0,0,0,1,3
8/2,,vs,ND,1.1,0,0,0,0,1,2,27
7/30,,vs,ND,1.1,0,0,0,0,0,1,8
7/28,,vs,ND,1.0,1,0,0,0,0,2,18
7/26,,@,ND,0.1,0,2,2,0,2,0,19
7/22,,@,ND,1.0,0,0,0,0,0,1,12
7/19,,@,ND,0.1,3,0,0,0,0,0,17
7/17,,@,W 1-0,1.1,0,0,0,0,0,2,21
7/10,,vs,ND,1.0,1,0,0,0,0,1,14
7/8,,vs,ND,1.0,0,0,0,0,0,1,5
7/7,,vs,ND,0.2,0,0,0,0,0,0,2
7/5,,vs,ND,1.2,0,0,0,0,1,2,27
7/1,,@,ND,1.0,0,0,0,0,0,3,14
6/29,,@,ND,0.2,0,0,0,0,1,1,12
6/27,,@,ND,1.0,2,0,0,0,0,1,27
6/26,,@,ND,1.0,0,0,0,0,1,0,7
6/21,,vs,ND,0.2,1,0,0,0,1,2,23
6/19,,vs,ND,0.2,1,1,1,0,0,1,11
6/17,,vs,ND,0.2,0,0,0,0,0,1,8
6/14,,@,ND,1.0,3,3,3,2,0,1,21
6/11,,@,W 1-0,1.0,0,0,0,0,0,2,11
6/10,,@,ND,0.2,2,1,1,1,0,1,16
6/7,,vs,ND,1.1,0,0,0,0,0,2,17
6/6,,vs,ND,1.0,1,1,1,1,0,1,14
6/3,,@,ND,1.0,0,0,0,0,0,0,13
6/1,,@,ND,1.0,2,2,2,1,0,0,12
5/15,,@,ND,1.0,0,0,0,0,1,2,22
5/12,,vs,ND,1.0,1,0,0,0,0,2,18
5/11,,vs,ND,1.0,1,0,0,0,0,0,15
5/9,,vs,ND,1.1,1,0,0,0,0,0,11
5/6,,@,W 1-0,2.0,1,0,0,0,0,1,27
5/4,,@,ND,1.0,1,0,0,0,0,2,15
5/1,,@,ND,1.1,2,0,0,0,0,1,21
4/28,,vs,ND,1.0,1,0,0,0,0,2,23
4/26,,vs,ND,1.0,0,0,0,0,0,1,15
4/25,,vs,ND,0.2,0,0,0,0,1,2,19
4/22,,@,L 0-1,1.0,3,3,3,1,0,0,18
4/19,,@,ND,1.0,0,0,0,0,0,1,9
4/17,,@,ND,2.0,0,0,0,0,1,3,31
4/12,,vs,ND,1.0,0,0,0,0,0,0,5
4/11,,vs,ND,1.0,0,0,0,0,0,3,13
4/8,,@,ND,0.1,3,2,2,0,1,0,19
4/5,,@,W 1-0,1.0,0,0,0,0,1,1,16
4/3,,@,ND,0.1,0,0,0,0,0,1,4
3/31,,vs,ND,1.0,0,0,0,0,1,1,15
3/27,,vs,ND,1.2,1,0,0,0,0,1,26
