date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/21,,@,ND,0.2,0,0,0,0,2,0,14
8/19,,@,ND,1.0,0,0,0,0,0,1,7
8/18,,@,ND,0.1,0,0,0,0,0,0,2
8/15,,vs,ND,1.0,0,0,0,0,0,0,9
8/14,,vs,ND,0.2,0,0,0,0,0,0,6
8/12,,vs,ND,1.0,0,0,0,0,0,0,13
8/9,,@,ND,1.0,0,0,0,0,0,1,11
8/7,,@,ND,0.1,0,0,0,0,0,1,6
8/5,,@,ND,1.0,0,0,0,0,0,2,11
8/4,,@,ND,1.0,0,0,0,0,1,0,12
8/2,,vs,ND,0.1,0,0,0,0,0,0,4
8/1,,vs,ND,0.1,0,0,0,0,1,0,7
7/28,,@,ND,0.2,1,2,2,1,1,1,19
7/27,,@,W 1-0,1.1,0,0,0,0,0,1,17
7/24,,@,ND,1.0,0,0,0,0,0,2,8
7/22,,vs,ND,0.1,1,0,0,0,1,0,7
7/21,,vs,ND,0.2,1,0,0,0,0,0,11
7/19,,vs,ND,1.1,0,0,0,0,0,2,22
7/11,,@,L 0-1,2.0,2,1,1,1,0,1,28
7/10,,@,W 1-0,0.1,0,0,0,0,0,1,5
7/7,,@,ND,1.0,0,0,0,0,0,1,12
7/5,,@,ND,1.0,3,1,1,0,0,2,32
6/30,,vs,ND,1.0,1,1,1,1,0,1,14
6/29,,vs,ND,0.1,0,0,0,0,0,0,2
6/27,,vs,ND,0.1,2,2,2,0,1,0,14
6/24,,vs,ND,1.0,1,1,1,0,2,0,20
6/23,,vs,ND,1.0,0,0,0,0,0,1,15
6/20,,@,ND,0.0,2,1,1,0,1,0,11
6/18,,@,ND,1.0,0,0,0,0,0,0,5
6/17,,@,ND,0.1,1,0,0,0,1,1,11
6/14,,vs,ND,0.2,1,0,0,0,1,0,9
6/12,,vs,ND,1.0,1,0,0,0,0,1,13
6/10,,vs,ND,0.2,1,1,1,1,0,1,17
6/9,,vs,ND,1.0,0,0,0,0,0,1,8
6/6,,vs,ND,1.0,2,1,1,1,0,3,21
6/4,,@,ND,1.1,1,0,0,0,1,1,25
6/2,,@,ND,0.2,1,0,0,0,0,0,14
5/31,,@,ND,1.0,0,0,0,0,0,3,12
5/29,,@,W 1-0,1.1,0,0,0,0,0,1,20
5/27,,vs,ND,0.2,1,0,0,0,0,0,13
5/25,,vs,ND,0.1,0,0,0,0,0,1,6
5/24,,vs,ND,0.2,1,0,0,0,1,2,19
5/22,,vs,ND,0.1,1,1,1,0,1,0,8
5/20,,@,ND,0.1,2,0,0,0,0,0,8
5/19,,@,ND,1.0,1,0,0,0,0,1,9
5/16,,@,ND,1.1,1,0,0,0,0,3,18
5/13,,vs,ND,0.1,0,0,0,0,0,0,2
5/11,,vs,ND,1.0,1,0,0,0,0,0,18
5/9,,vs,W 1-0,1.0,0,0,0,0,0,2,12
5/6,,@,ND,0.1,0,0,0,0,0,0,11
5/4,,@,ND,0.1,1,0,0,0,0,1,6
5/2,,@,ND,1.0,0,0,0,0,0,0,12
4/30,,@,ND,0.1,3,3,3,0,2,1,27
4/28,,vs,ND,0.2,0,0,0,0,1,0,13
4/25,,vs,ND,0.1,0,0,0,0,0,1,8
4/24,,vs,ND,1.0,0,0,0,0,0,2,13
4/21,,@,W 1-0,0.2,0,0,0,0,0,1,7
4/19,,@,ND,1.0,2,2,2,1,0,1,18
4/15,,@,ND,0.2,1,0,0,0,0,0,13
4/14,,@,ND,1.0,0,0,0,0,1,2,14
4/12,,vs,ND,1.0,0,0,0,0,0,2,13
4/8,,vs,ND,0.1,0,1,1,0,2,0,14
4/7,,vs,ND,1.1,1,0,0,0,0,2,20
4/4,,@,ND,1.0,2,1,1,0,1,0,20
4/1,,vs,ND,0.2,0,0,0,0,0,2,9
3/31,,vs,ND,0.2,1,0,0,0,0,1,15
3/29,,vs,ND,0.1,0,0,0,0,0,1,5
3/28,,vs,ND,0.0,2,2,2,0,0,0,9
