date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/23,,vs,ND,3.0,4,3,3,0,1,5,57
7/17,,vs,W 1-0,7.0,2,0,0,0,0,6,89
7/10,,@,ND,3.0,2,0,0,0,1,5,43
7/4,,vs,W 1-0,5.0,7,3,3,2,2,3,98
6/28,,@,L 0-1,6.0,8,2,1,0,1,10,94
6/20,,vs,ND,5.2,5,2,0,0,1,7,101
6/10,,@,L 0-1,5.2,6,2,2,0,1,6,103
6/4,,vs,L 0-1,5.2,10,3,3,0,2,6,108
5/28,,@,W 1-0,5.0,6,2,2,0,3,8,96
5/20,,@,W 1-0,7.0,4,1,1,0,0,8,96
5/14,,vs,L 0-1,6.0,5,1,0,0,2,8,100
5/8,,@,L 0-1,7.0,5,3,2,1,0,7,102
5/2,,@,W 1-0,7.0,3,1,1,0,3,11,102
4/26,,vs,W 1-0,6.0,1,0,0,0,2,9,100
4/18,,@,W 1-0,7.0,5,1,1,1,1,7,101
4/12,,vs,W 1-0,6.0,8,1,1,1,1,6,97
4/6,,@,L 0-1,4.0,5,6,6,2,2,7,77
4/1,,vs,W 1-0,6.0,1,1,1,1,0,3,79
3/27,,vs,W 1-0,6.0,3,0,0,0,3,6,88
