date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/26,,@,ND,2.2,2,1,1,0,3,5,59
6/23,,vs,L 0-1,0.2,5,6,6,2,1,2,30
6/20,,@,ND,3.0,2,0,0,0,0,5,36
6/15,,vs,W 1-0,3.0,2,2,2,0,1,2,48
6/13,,vs,ND,2.0,0,0,0,0,1,2,23
6/9,,@,W 1-0,2.2,3,0,0,0,2,1,57
6/6,,@,ND,2.0,0,0,0,0,0,1,24
6/3,,vs,ND,1.1,0,0,0,0,3,2,29
5/30,,vs,W 1-0,2.0,0,0,0,0,1,2,32
5/23,,@,ND,3.0,1,0,0,0,0,3,47
5/19,,vs,ND,3.0,2,1,1,1,0,3,40
5/17,,vs,ND,1.0,1,0,0,0,0,2,27
5/12,,@,W 1-0,2.2,2,0,0,0,0,3,36
5/8,,@,ND,1.2,1,0,0,0,0,2,31
5/2,,vs,ND,2.0,4,1,1,0,2,2,50
4/28,,@,ND,2.1,1,0,0,0,0,1,27
4/25,,@,ND,1.0,1,1,0,0,0,0,18
4/20,,vs,ND,2.2,2,1,1,0,0,1,37
4/15,,@,ND,3.0,1,0,0,0,0,2,39
4/13,,@,ND,0.2,3,3,3,1,1,1,22
4/11,,@,ND,1.2,0,0,0,0,1,3,16
4/8,,vs,ND,3.0,1,1,1,1,0,2,52
4/4,,vs,ND,2.0,5,3,3,1,1,0,49
3/30,,@,ND,3.0,1,0,0,0,1,3,51
3/26,,@,W 1-0,2.1,4,1,1,0,0,1,47
