date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/11,,@,ND,1.0,3,3,3,1,0,0,25
7/6,,vs,ND,5.0,3,1,1,1,2,5,80
7/1,,vs,W 1-0,5.0,2,1,1,0,1,6,69
6/26,,@,ND,3.0,4,1,1,0,0,1,57
6/21,,vs,ND,3.0,1,1,0,0,1,3,58
6/16,,vs,ND,2.0,1,0,0,0,0,1,30
6/14,,@,ND,1.0,0,0,0,0,2,1,24
6/7,,vs,W 1-0,1.1,1,0,0,0,1,2,27
6/4,,vs,ND,1.0,5,4,4,0,1,1,36
5/31,,@,ND,1.0,1,0,0,0,0,2,13
5/28,,@,ND,2.0,1,0,0,0,0,0,19
5/24,,vs,ND,2.0,1,1,1,0,2,2,35
5/17,,vs,ND,2.0,2,0,0,0,0,2,26
5/14,,vs,ND,1.2,1,1,1,1,1,1,32
5/9,,@,ND,2.0,4,2,2,1,1,1,42
5/3,,@,ND,1.0,1,0,0,0,1,1,12
4/29,,vs,W 1-0,2.0,0,0,0,0,0,2,17
4/21,,@,L 0-1,1.0,5,4,4,1,3,1,58
4/14,,vs,ND,5.0,5,4,3,0,3,6,96
4/7,,@,ND,4.2,3,2,0,1,2,7,80
4/2,,@,W 1-0,5.0,4,1,1,1,1,3,79
3/28,,vs,ND,6.0,3,1,1,1,2,3,77
