date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,ND,1.2,2,4,1,0,1,2,35
7/18,,vs,ND,1.0,0,0,0,0,0,2,16
7/12,,@,ND,1.0,2,0,0,0,0,0,20
7/9,,@,ND,1.0,2,1,1,1,0,0,8
7/7,,@,W 1-0,0.2,0,0,0,0,0,0,10
7/6,,vs,ND,1.0,2,0,0,0,1,1,21
7/4,,vs,ND,1.0,1,0,0,0,1,1,22
6/30,,vs,ND,1.1,1,0,0,0,0,1,14
6/28,,@,ND,1.0,1,0,0,0,1,1,21
6/26,,@,ND,1.1,2,1,1,1,0,2,23
6/24,,@,ND,1.0,1,0,0,0,1,0,16
6/23,,@,ND,1.0,1,1,1,1,0,0,16
6/21,,vs,ND,2.0,1,0,0,0,0,1,18
6/18,,vs,ND,2.0,2,0,0,0,2,2,36
6/15,,@,ND,2.0,0,0,0,0,2,2,28
6/11,,vs,ND,2.0,2,0,0,0,0,4,32
6/7,,@,ND,0.1,3,4,4,1,1,0,15
6/5,,@,ND,1.0,1,0,0,0,0,2,13
