date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/16,,vs,L 0-1,5.1,5,2,2,2,2,4,85
8/11,,vs,ND,4.1,3,1,1,1,2,5,84
8/6,,@,ND,4.2,3,1,1,1,5,1,78
7/31,,vs,L 0-1,4.1,6,5,5,1,3,3,88
7/25,,@,L 0-1,3.1,8,8,8,1,1,4,69
7/19,,vs,W 1-0,5.0,2,1,1,1,3,5,91
7/11,,@,ND,5.0,3,3,3,1,3,1,75
7/5,,vs,L 0-1,4.0,6,5,2,2,1,6,87
6/29,,@,L 0-1,5.0,4,3,1,1,0,3,81
6/23,,vs,W 1-0,6.0,1,0,0,0,1,8,90
6/18,,@,L 0-1,5.0,8,5,5,2,1,2,89
5/19,,vs,ND,2.0,4,5,5,2,1,0,34
5/17,,vs,ND,2.0,3,3,3,0,1,2,35
5/15,,vs,ND,1.0,1,0,0,0,1,1,21
3/30,,@,L 0-1,3.1,7,6,6,1,4,2,80
