date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/30,,vs,W 1-0,5.1,4,2,2,1,2,7,106
6/23,,@,W 1-0,6.0,1,0,0,0,0,10,80
6/17,,vs,ND,3.2,2,4,4,1,2,6,65
6/10,,@,ND,6.0,4,1,1,1,1,3,68
6/5,,@,ND,5.0,7,3,3,1,2,2,87
5/30,,@,L 0-1,4.1,6,5,5,1,0,4,95
5/24,,vs,L 0-1,4.0,4,3,3,0,4,7,89
5/18,,@,ND,4.2,3,3,3,1,3,5,78
5/12,,vs,W 1-0,5.1,6,3,3,1,2,6,85
5/6,,@,ND,4.0,1,0,0,0,3,5,76
4/29,,vs,L 0-1,4.1,6,4,4,2,2,5,82
4/23,,@,ND,5.1,4,3,3,1,2,4,76
4/16,,vs,ND,6.2,4,1,1,0,1,6,75
4/11,,vs,ND,3.2,4,1,1,0,3,3,65
4/4,,@,L 0-1,3.2,4,4,4,1,3,4,70
3/29,,vs,ND,3.0,6,7,7,3,4,3,86
