date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/17,,@,ND,1.0,0,0,0,0,0,2,13
6/13,,vs,ND,1.0,2,2,2,1,0,1,27
6/9,,vs,ND,0.2,3,2,2,1,1,1,21
6/6,,@,ND,1.1,1,0,0,0,0,2,23
6/5,,@,ND,1.0,0,0,0,0,0,2,11
6/1,,@,ND,1.0,0,0,0,0,0,1,14
5/31,,vs,W 1-0,0.1,0,0,0,0,0,1,8
5/29,,vs,ND,1.1,0,0,0,0,0,1,19
5/27,,vs,ND,2.0,2,1,1,1,0,1,29
5/24,,@,ND,1.0,2,0,0,0,0,2,28
5/22,,@,ND,1.0,0,0,0,0,1,2,13
5/20,,@,ND,1.0,0,0,0,0,1,1,14
5/18,,@,ND,0.2,0,0,0,0,0,0,21
5/16,,vs,ND,1.0,1,0,0,0,2,0,31
4/14,,vs,ND,1.1,3,2,2,0,1,1,33
4/12,,@,ND,1.0,3,2,2,0,0,1,16
