date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/26,,@,L 0-1,0.1,5,4,4,0,1,1,28
8/25,,@,ND,1.2,0,0,0,0,0,0,8
8/22,,vs,L 0-1,0.1,2,3,3,0,1,0,12
8/21,,vs,ND,1.0,2,0,0,0,0,3,17
8/19,,vs,W 1-0,1.1,1,0,0,0,0,1,18
8/16,,vs,ND,1.0,3,1,1,1,1,1,24
8/14,,vs,ND,1.0,2,1,1,0,0,2,16
8/11,,@,ND,1.1,1,0,0,0,0,3,19
8/7,,@,ND,0.1,0,0,0,0,0,0,7
8/5,,vs,L 0-1,1.0,2,2,1,1,0,1,12
8/4,,vs,ND,1.0,0,0,0,0,0,1,7
8/1,,vs,ND,0.1,0,0,0,0,2,1,15
7/31,,vs,ND,0.2,0,0,0,0,0,1,9
7/29,,@,ND,1.1,0,0,0,0,0,0,16
7/25,,@,ND,0.2,2,1,0,0,0,0,16
7/24,,@,ND,1.0,1,0,0,0,0,1,14
7/21,,vs,ND,1.0,0,0,0,0,0,1,10
5/4,,vs,ND,1.0,0,0,0,0,0,0,8
5/2,,@,ND,0.0,2,1,1,0,1,0,13
5/1,,@,ND,1.0,0,0,0,0,0,1,12
4/28,,@,ND,1.0,0,0,0,0,0,3,13
4/25,,vs,ND,0.1,1,2,2,0,4,0,27
