date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/24,,@,ND,0.2,2,1,1,1,1,1,16
9/20,,vs,ND,1.0,0,0,0,0,1,1,20
9/19,,vs,W 1-0,1.1,2,0,0,0,0,3,27
9/16,,vs,ND,3.0,0,0,0,0,0,3,32
9/5,,vs,ND,1.0,1,2,2,1,1,2,22
9/4,,vs,ND,0.2,2,1,1,0,1,2,25
9/1,,@,ND,1.0,3,1,1,0,0,2,19
8/30,,vs,ND,1.0,1,2,1,0,1,1,20
8/26,,vs,ND,2.0,0,0,0,0,1,2,26
8/25,,vs,ND,0.2,0,0,0,0,1,1,13
8/21,,@,L 0-1,0.2,1,2,2,1,1,0,11
8/18,,vs,ND,0.2,1,0,0,0,0,1,8
8/15,,vs,W 1-0,1.2,0,0,0,0,0,3,22
8/12,,@,ND,0.2,1,0,0,0,0,1,7
8/11,,@,ND,0.2,0,1,1,0,3,0,25
8/7,,@,ND,1.0,1,0,0,0,1,0,15
8/5,,@,ND,1.0,2,0,0,0,1,2,22
