date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/23,,vs,ND,6.1,7,4,4,1,3,3,95
7/17,,@,ND,6.1,6,2,1,1,1,5,94
7/8,,vs,W 1-0,6.1,5,1,1,0,1,6,90
7/1,,@,L 0-1,6.0,3,2,2,1,1,3,87
6/26,,vs,ND,6.0,5,0,0,0,1,4,94
6/19,,@,L 0-1,5.0,8,5,5,1,1,2,95
6/14,,@,ND,6.0,7,2,2,1,2,2,89
6/7,,vs,ND,6.0,5,2,2,2,0,5,83
6/1,,vs,L 0-1,6.0,5,2,2,0,2,1,87
5/26,,@,L 0-1,4.0,7,5,5,1,3,6,89
5/20,,vs,L 0-1,5.0,10,3,3,1,1,1,91
5/14,,@,ND,6.0,5,1,1,1,1,3,74
5/8,,@,W 1-0,6.0,1,0,0,0,2,9,94
5/2,,vs,W 1-0,6.0,3,0,0,0,3,3,88
4/26,,vs,ND,6.0,5,1,1,1,0,6,98
4/20,,@,L 0-1,5.2,5,4,4,1,2,3,80
4/14,,vs,ND,5.0,4,2,2,2,1,2,87
4/8,,@,W 1-0,6.0,4,1,1,0,0,1,91
4/3,,@,L 0-1,4.2,7,3,3,1,0,4,75
3/28,,vs,ND,6.0,0,0,0,0,2,5,96
