date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/30,,@,L 0-1,0.2,1,3,3,0,2,1,25
8/25,,vs,ND,1.0,4,3,3,1,0,2,24
8/21,,vs,ND,1.0,1,0,0,0,0,2,15
8/17,,@,ND,1.1,1,1,1,0,3,2,30
8/15,,@,W 1-0,1.2,0,0,0,0,0,3,21
8/13,,vs,ND,1.0,0,0,0,0,0,0,13
8/9,,vs,ND,1.0,1,0,0,0,0,1,14
8/8,,vs,ND,0.1,3,1,1,1,0,1,13
8/6,,@,ND,0.2,2,1,1,0,0,1,16
8/1,,@,ND,1.0,0,0,0,0,0,1,8
7/29,,vs,W 1-0,1.0,1,0,0,0,1,1,29
7/28,,vs,ND,0.2,0,0,0,0,1,2,9
7/26,,vs,ND,1.0,0,0,0,0,1,0,17
7/22,,@,ND,1.0,0,0,0,0,0,1,19
7/20,,@,ND,0.2,0,0,0,0,1,2,19
7/18,,@,ND,1.0,0,0,0,0,0,0,8
7/12,,vs,ND,1.0,0,0,0,0,0,3,15
7/9,,vs,ND,1.2,0,0,0,0,0,2,15
7/7,,vs,ND,1.0,0,0,0,0,0,2,14
7/3,,@,ND,1.0,1,0,0,0,0,3,20
7/1,,@,ND,1.0,1,0,0,0,1,2,22
6/28,,vs,ND,1.1,0,0,0,0,0,2,13
6/26,,vs,ND,1.0,0,0,0,0,0,1,18
6/21,,@,ND,0.0,1,0,0,0,0,0,2
5/20,,@,ND,0.1,1,1,1,1,0,0,5
5/18,,@,ND,1.0,1,0,0,0,0,2,18
5/15,,vs,ND,0.2,1,4,4,0,4,1,35
5/13,,vs,ND,1.0,1,0,0,0,0,3,21
5/6,,@,ND,1.0,0,0,0,0,1,1,11
5/1,,@,ND,1.0,1,0,0,0,0,1,12
4/27,,vs,ND,0.1,2,0,0,0,0,0,8
4/25,,vs,ND,1.0,0,0,0,0,2,1,19
4/22,,@,ND,0.1,1,0,0,0,1,0,12
4/18,,@,ND,1.0,1,0,0,0,1,0,17
4/16,,vs,ND,1.0,1,0,0,0,1,1,19
4/14,,vs,ND,1.0,2,0,0,0,0,0,7
4/12,,@,ND,1.1,2,0,0,0,0,0,18
4/11,,@,ND,1.0,1,1,1,0,0,1,16
4/8,,vs,ND,0.2,0,0,0,0,1,0,13
4/7,,vs,L 0-1,1.1,3,2,2,0,0,2,23
4/4,,vs,ND,1.1,0,0,0,0,1,0,19
3/30,,@,ND,1.1,0,0,0,0,1,1,13
3/29,,@,ND,0.1,0,0,0,0,0,1,3
3/26,,@,ND,0.2,2,3,3,0,4,0,34
