date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/22,,vs,ND,1.1,0,0,0,0,2,1,26
7/20,,vs,ND,1.0,2,1,1,0,0,1,16
7/19,,vs,ND,0.2,1,0,0,0,0,1,7
7/17,,vs,ND,0.2,1,1,1,0,0,0,6
7/11,,@,ND,1.0,2,1,1,0,1,2,27
7/4,,@,ND,1.0,0,0,0,0,0,3,17
7/1,,vs,ND,1.0,0,0,0,0,1,1,14
6/27,,vs,ND,1.0,1,1,1,1,0,0,12
6/23,,vs,L 0-1,2.0,1,3,2,1,1,2,26
6/22,,vs,W 1-0,1.1,0,0,0,0,0,0,6
6/19,,@,ND,1.0,1,0,0,0,1,0,20
6/17,,@,ND,1.1,0,0,0,0,2,0,21
6/14,,vs,L 0-1,0.2,2,3,3,1,1,1,24
6/12,,vs,ND,1.0,2,0,0,0,1,1,26
6/10,,vs,ND,0.1,2,1,1,0,1,1,27
6/6,,vs,ND,1.0,1,0,0,0,1,2,18
6/4,,@,ND,0.2,1,1,1,1,0,1,9
6/2,,@,ND,1.0,0,0,0,0,0,1,15
5/29,,@,ND,1.0,0,0,0,0,0,0,15
5/28,,@,ND,1.0,0,0,0,0,0,1,6
5/26,,vs,ND,1.0,1,0,0,0,0,1,12
5/24,,vs,ND,1.0,0,0,0,0,0,1,8
5/23,,vs,ND,1.0,0,0,0,0,1,2,14
5/21,,@,ND,1.1,0,0,0,0,1,4,23
5/18,,@,ND,1.2,1,0,0,0,0,1,27
5/16,,@,ND,1.0,1,1,1,1,0,2,20
5/15,,@,ND,1.0,0,0,0,0,1,1,10
5/12,,vs,L 0-1,1.0,1,2,1,0,1,0,24
5/11,,vs,ND,1.0,1,1,1,0,0,0,19
5/9,,vs,ND,1.0,0,0,0,0,0,0,12
5/6,,@,ND,1.1,0,0,0,0,1,2,23
5/3,,@,ND,0.2,2,3,3,0,1,1,18
5/1,,@,ND,0.2,0,0,0,0,0,1,9
4/29,,vs,W 1-0,1.2,1,0,0,0,0,1,17
4/26,,vs,W 1-0,1.1,1,0,0,0,2,2,19
4/24,,vs,ND,1.0,0,0,0,0,1,0,14
4/22,,@,ND,0.1,2,2,2,0,1,1,20
4/20,,@,ND,1.0,0,0,0,0,1,0,12
4/19,,@,ND,1.0,1,0,0,0,0,0,11
4/17,,@,ND,1.0,1,0,0,0,0,0,11
4/15,,@,ND,0.1,0,0,0,0,0,0,5
4/14,,@,ND,1.0,1,1,1,1,0,2,17
4/10,,vs,ND,2.0,0,0,0,0,0,4,32
4/4,,@,ND,1.0,2,2,0,0,1,1,25
4/3,,@,ND,1.2,2,0,0,0,0,3,21
3/31,,vs,ND,1.1,1,0,0,0,0,0,23
3/29,,vs,ND,1.2,0,0,0,0,0,2,22
3/28,,vs,ND,0.2,0,0,0,0,0,0,4
