date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/29,,vs,L 0-1,2.0,1,1,1,1,0,2,27
8/26,,@,L 0-1,1.0,4,3,3,0,0,1,16
8/24,,@,ND,0.1,0,0,0,0,0,0,1
8/22,,@,L 0-1,1.0,3,4,1,0,0,0,19
8/18,,vs,ND,1.0,0,0,0,0,0,1,13
8/16,,vs,L 0-1,1.0,4,3,3,0,1,0,28
8/15,,vs,ND,1.0,1,0,0,0,1,1,23
8/12,,vs,ND,1.0,0,0,0,0,0,2,18
8/9,,@,ND,0.2,0,0,0,0,2,0,14
8/7,,@,ND,1.0,1,0,0,0,1,0,13
8/6,,@,ND,1.0,0,0,0,0,0,1,13
8/1,,@,L 0-1,0.2,1,1,1,0,1,0,12
7/31,,@,ND,1.0,0,0,0,0,0,0,6
7/30,,vs,ND,1.0,1,0,0,0,0,0,12
7/25,,vs,ND,1.0,0,0,0,0,1,2,26
7/23,,@,ND,1.0,1,0,0,0,0,0,16
7/22,,@,ND,1.0,2,1,1,1,1,1,28
7/17,,@,ND,1.0,0,0,0,0,0,0,14
7/12,,vs,ND,2.0,1,0,0,0,1,2,37
7/10,,vs,ND,2.0,1,0,0,0,0,2,25
7/7,,vs,ND,1.0,0,0,0,0,0,1,13
7/5,,@,ND,1.0,0,0,0,0,0,2,17
7/4,,@,ND,0.2,0,0,0,0,0,1,5
7/1,,@,ND,1.1,1,0,0,0,0,0,17
6/28,,vs,W 1-0,1.1,0,0,0,0,0,2,15
6/26,,vs,W 1-0,1.0,0,0,0,0,0,0,6
6/24,,vs,ND,1.0,1,0,0,0,0,0,7
6/22,,vs,ND,1.0,1,0,0,0,1,1,15
6/21,,@,ND,1.0,0,0,0,0,1,1,17
6/18,,@,ND,0.2,0,0,0,0,0,0,8
6/15,,@,ND,1.0,0,0,0,0,0,2,9
6/14,,vs,W 1-0,1.0,1,0,0,0,0,3,17
6/12,,vs,ND,1.0,0,0,0,0,0,0,9
6/10,,@,ND,1.0,2,2,1,0,1,3,39
6/7,,vs,ND,1.2,3,3,3,1,0,4,41
6/4,,vs,ND,2.0,5,2,2,0,1,2,48
6/2,,vs,ND,0.2,1,0,0,0,0,2,18
5/28,,@,ND,1.1,2,1,0,0,0,3,29
5/26,,@,ND,0.2,0,0,0,0,0,0,8
5/23,,@,ND,0.2,1,1,1,0,3,0,32
5/20,,vs,ND,1.0,0,0,0,0,0,1,10
5/18,,vs,ND,1.0,1,0,0,0,1,0,16
5/17,,vs,ND,1.0,0,0,0,0,0,1,12
5/15,,vs,L 0-1,0.2,3,2,1,0,0,0,24
5/10,,@,ND,1.0,0,0,0,0,0,0,6
5/9,,@,ND,0.2,0,0,0,0,1,1,11
5/6,,@,ND,0.2,2,1,1,0,0,1,14
5/3,,vs,W 1-0,3.2,2,0,0,0,1,3,57
4/30,,vs,ND,1.1,1,0,0,0,0,0,19
4/27,,vs,ND,3.0,4,2,2,1,1,2,40
4/23,,@,L 0-1,2.2,2,2,2,0,0,4,37
4/19,,vs,ND,1.1,3,3,3,0,2,2,47
4/12,,@,ND,3.0,6,1,1,0,0,2,67
