date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/29,,@,ND,2.2,2,0,0,0,1,1,42
8/26,,@,ND,2.0,1,0,0,0,0,2,26
8/21,,vs,ND,2.1,4,4,4,1,1,3,48
8/18,,vs,ND,1.0,0,0,0,0,0,1,13
8/16,,@,ND,2.0,2,0,0,0,0,2,26
8/10,,@,ND,3.0,2,0,0,0,1,1,55
8/5,,vs,ND,2.0,0,0,0,0,0,2,28
7/29,,@,ND,2.0,0,0,0,0,0,1,20
7/22,,vs,ND,2.1,7,3,2,0,0,1,44
7/18,,vs,ND,1.0,1,0,0,0,0,0,9
7/11,,@,ND,2.0,1,0,0,0,1,0,25
7/6,,@,ND,3.0,1,0,0,0,0,1,38
7/2,,vs,ND,2.0,1,0,0,0,0,2,26
6/29,,vs,ND,2.1,1,0,0,0,1,1,31
6/27,,@,ND,0.1,3,3,3,0,1,1,25
6/23,,vs,ND,3.0,5,2,2,0,1,1,41
6/17,,@,ND,3.0,1,0,0,0,2,2,42
6/12,,@,L 0-1,2.2,5,4,3,0,2,2,60
6/6,,vs,L 0-1,3.0,3,2,2,2,3,1,57
5/31,,vs,ND,1.0,7,7,7,1,1,2,35
5/26,,@,ND,2.0,6,7,7,2,1,1,42
5/21,,@,ND,5.0,1,0,0,0,1,4,71
5/15,,vs,ND,4.1,4,2,2,0,0,1,57
5/10,,@,ND,2.0,1,0,0,0,0,1,28
5/6,,vs,ND,4.0,4,3,3,1,1,1,59
5/1,,vs,ND,1.1,1,3,2,0,2,1,25
4/26,,@,ND,1.0,1,0,0,0,0,0,11
4/23,,vs,ND,3.0,4,2,2,1,1,3,67
4/17,,vs,ND,4.0,3,2,2,1,1,4,46
4/14,,@,ND,1.0,0,0,0,0,0,2,9
4/11,,@,ND,1.1,1,3,2,0,3,0,39
4/8,,vs,ND,3.1,1,0,0,0,0,2,44
4/6,,vs,ND,0.1,4,2,2,0,0,0,18
3/31,,@,ND,2.0,7,3,3,0,1,3,45
3/28,,@,ND,1.1,0,0,0,0,1,2,30
