date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/17,,@,W 1-0,5.1,5,2,2,0,2,7,88
7/9,,vs,ND,5.0,3,1,1,1,1,5,74
5/30,,@,L 0-1,4.2,12,8,7,3,1,3,97
5/24,,@,W 1-0,5.0,7,4,4,2,0,3,82
5/17,,vs,W 1-0,5.0,6,3,3,2,2,1,77
5/12,,vs,W 1-0,9.0,2,0,0,0,0,7,89
5/6,,@,L 0-1,5.0,6,5,5,1,2,3,82
4/30,,vs,W 1-0,6.0,4,1,1,1,2,2,88
4/25,,@,L 0-1,6.0,3,2,2,1,2,3,83
4/19,,vs,ND,6.1,3,1,0,0,4,10,102
4/13,,vs,W 1-0,6.0,7,4,4,1,1,7,95
4/8,,vs,W 1-0,5.2,5,2,2,0,1,2,99
4/3,,vs,ND,4.0,4,3,3,0,2,4,82
3/29,,@,ND,4.0,4,3,3,1,1,1,56
