date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/14,,@,ND,3.1,2,2,2,1,3,3,72
6/8,,vs,ND,4.0,1,1,1,1,1,5,55
6/2,,vs,ND,2.0,2,3,3,1,3,1,40
5/30,,vs,ND,1.0,0,1,1,0,2,1,23
5/25,,@,ND,2.0,2,2,0,0,2,2,30
5/22,,@,W 1-0,1.2,2,1,1,0,0,2,29
5/20,,vs,ND,1.0,0,0,0,0,0,0,9
5/19,,vs,ND,1.1,0,0,0,0,0,1,12
5/17,,vs,ND,0.2,0,0,0,0,0,1,7
5/15,,vs,ND,2.0,2,1,1,1,0,2,25
5/12,,@,W 1-0,1.1,0,0,0,0,0,2,11
5/11,,@,ND,0.1,2,2,2,1,1,1,23
5/6,,vs,ND,1.0,0,0,0,0,0,1,11
5/4,,vs,ND,1.1,2,0,0,0,1,2,28
5/3,,vs,W 1-0,1.0,0,0,0,0,0,0,8
5/1,,vs,ND,1.0,1,0,0,0,0,0,14
4/28,,@,ND,0.2,0,0,0,0,2,1,10
4/27,,@,ND,1.0,0,0,0,0,1,2,18
4/21,,vs,ND,1.0,0,0,0,0,1,1,15
4/19,,@,ND,1.1,2,1,1,1,0,1,22
4/18,,@,ND,1.2,2,0,0,0,0,3,23
4/15,,@,ND,1.0,2,3,3,0,2,1,25
4/11,,vs,ND,1.2,0,0,0,0,0,3,21
4/10,,vs,ND,1.0,0,0,0,0,0,1,17
4/6,,vs,ND,1.1,2,1,1,0,0,1,21
4/1,,@,ND,2.0,1,0,0,0,0,2,32
3/30,,@,ND,0.2,0,0,0,0,0,1,8
3/26,,@,ND,0.0,5,5,5,0,0,0,21
