date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,ND,5.0,7,4,4,0,3,7,80
7/12,,@,W 1-0,5.0,6,1,1,0,2,9,85
7/7,,@,L 0-1,5.0,6,2,0,0,3,7,94
7/1,,vs,W 1-0,5.0,3,2,2,0,5,4,93
6/26,,vs,ND,6.0,2,1,1,1,2,9,90
6/20,,@,W 1-0,8.0,4,1,1,0,1,9,98
6/13,,vs,W 1-0,5.0,6,1,1,0,0,4,79
6/7,,@,L 0-1,5.0,9,7,7,3,2,7,97
6/2,,@,ND,4.0,6,4,4,1,3,4,91
5/26,,vs,L 0-1,2.0,3,4,4,1,4,1,69
5/21,,@,W 1-0,5.2,3,0,0,0,3,6,98
5/16,,vs,ND,5.0,4,4,4,1,4,4,87
5/11,,vs,W 1-0,6.0,5,0,0,0,1,4,93
5/6,,@,W 1-0,5.0,3,1,1,0,3,1,70
5/1,,@,ND,4.0,5,4,4,1,3,2,69
4/25,,@,L 0-1,5.0,6,3,1,1,1,4,89
4/19,,vs,ND,4.2,5,4,3,1,3,6,89
4/14,,@,ND,6.0,5,2,2,2,2,4,82
4/8,,vs,W 1-0,5.2,3,2,1,0,2,9,88
4/3,,vs,ND,5.1,4,1,1,0,2,6,82
3/28,,@,ND,3.2,4,2,2,0,3,5,91
