date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/8,,@,ND,2.0,1,0,0,0,0,4,23
7/4,,vs,ND,1.0,0,0,0,0,1,0,13
7/3,,vs,ND,1.1,0,0,0,0,1,0,19
6/28,,@,ND,2.0,0,0,0,0,0,2,21
6/23,,@,ND,1.2,1,0,0,0,1,1,25
6/19,,vs,ND,2.0,2,1,1,1,0,3,30
6/17,,vs,ND,2.2,3,1,1,1,0,2,43
6/13,,vs,W 1-0,1.2,2,1,1,0,2,0,22
6/10,,vs,ND,0.2,1,0,0,0,0,0,12
6/8,,vs,L 0-1,2.0,0,1,0,0,0,4,27
6/6,,@,ND,1.0,4,4,4,0,1,2,36
6/3,,@,ND,1.1,1,0,0,0,0,1,20
5/31,,vs,ND,1.0,0,0,0,0,0,1,9
5/29,,vs,ND,1.0,3,1,1,0,0,1,26
5/27,,vs,ND,1.0,2,0,0,0,0,0,18
5/26,,vs,ND,1.2,2,0,0,0,0,1,19
5/23,,@,ND,2.2,1,0,0,0,1,4,46
5/22,,@,ND,0.1,0,0,0,0,0,0,4
5/17,,vs,ND,1.0,3,3,3,1,1,1,21
5/15,,vs,ND,1.0,2,0,0,0,0,1,21
5/9,,@,ND,2.0,2,1,1,0,2,3,42
4/30,,vs,ND,1.0,2,2,2,0,2,2,31
4/25,,vs,ND,1.0,3,2,2,0,1,3,31
4/21,,@,ND,3.0,0,0,0,0,4,4,59
4/17,,@,ND,3.0,2,0,0,0,1,1,52
4/13,,vs,ND,2.0,4,1,1,0,0,1,34
4/10,,vs,ND,0.2,4,3,3,0,1,1,31
4/8,,@,ND,2.0,2,0,0,0,0,3,24
3/31,,vs,L 0-1,3.2,5,4,4,0,3,6,66
