date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,W 1-0,6.0,5,1,1,1,4,5,91
7/10,,@,W 1-0,6.0,5,1,1,0,1,3,91
7/4,,@,W 1-0,6.0,4,1,1,1,2,7,70
6/28,,vs,ND,7.1,1,0,0,0,1,9,97
6/23,,@,W 1-0,7.0,6,1,1,1,3,11,93
6/18,,vs,ND,7.0,6,3,3,2,1,4,89
6/12,,vs,W 1-0,6.0,5,1,1,0,0,7,88
6/5,,@,W 1-0,6.1,8,3,3,2,2,3,79
5/30,,@,W 1-0,6.0,4,1,1,0,3,7,92
5/24,,vs,ND,4.0,6,3,3,0,2,4,75
5/18,,@,W 1-0,6.0,5,1,1,0,1,9,80
5/13,,vs,W 1-0,6.0,2,1,1,1,1,6,78
5/6,,@,W 1-0,5.0,4,0,0,0,2,2,70
4/20,,vs,ND,2.2,3,1,1,0,1,2,40
4/14,,@,L 0-1,4.0,9,5,5,2,1,1,93
4/8,,vs,W 1-0,6.1,3,0,0,0,2,2,90
4/3,,vs,W 1-0,6.0,4,2,2,0,0,3,87
3/28,,@,ND,4.0,6,4,3,1,1,5,80
