date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/21,,@,ND,0.2,1,0,0,0,1,0,8
8/18,,@,ND,1.0,0,0,0,0,1,1,15
8/17,,@,ND,1.0,0,0,0,0,0,1,8
8/16,,@,ND,1.0,2,1,1,0,1,0,19
8/12,,vs,ND,1.2,0,0,0,0,0,0,22
8/10,,vs,ND,1.2,2,2,2,0,1,0,28
8/3,,@,W 1-0,2.0,0,0,0,0,0,2,24
7/31,,@,ND,0.2,1,0,0,0,1,0,13
7/28,,vs,ND,2.1,1,1,1,0,1,2,38
7/25,,vs,ND,2.0,1,0,0,0,2,4,38
7/23,,vs,ND,1.0,3,1,1,0,0,2,30
7/19,,@,ND,1.0,2,2,2,1,1,0,21
7/18,,@,ND,1.0,0,0,0,0,0,2,14
7/12,,vs,ND,1.1,0,0,0,0,0,0,14
7/9,,vs,ND,2.0,0,0,0,0,1,4,35
7/7,,vs,ND,0.2,1,0,0,0,0,0,13
7/6,,vs,ND,2.0,0,0,0,0,1,2,25
7/2,,@,W 1-0,1.0,0,0,0,0,0,0,9
7/1,,@,ND,0.2,3,1,1,0,0,1,10
6/24,,vs,ND,1.2,2,2,2,0,2,0,32
6/23,,vs,ND,0.2,0,0,0,0,2,0,22
6/21,,@,W 1-0,1.0,0,0,0,0,0,0,10
6/18,,@,ND,1.2,4,4,4,1,2,0,47
6/12,,@,ND,0.2,0,2,2,0,2,0,13
6/11,,@,ND,0.2,0,0,0,0,0,1,9
6/6,,vs,ND,1.2,2,0,0,0,0,1,24
6/2,,vs,ND,0.2,0,0,0,0,0,1,10
5/30,,vs,ND,1.2,2,1,1,1,0,2,20
5/29,,vs,W 1-0,1.0,0,0,0,0,0,0,10
5/23,,@,ND,0.2,0,0,0,0,1,1,17
5/21,,vs,ND,0.2,0,0,0,0,0,0,2
5/19,,vs,ND,1.1,1,0,0,0,0,1,20
5/16,,vs,ND,1.0,1,0,0,0,0,0,10
5/15,,vs,W 1-0,1.0,0,0,0,0,1,0,14
5/13,,@,ND,1.2,1,1,1,1,0,0,14
5/10,,@,L 0-1,0.1,0,1,0,0,2,0,7
5/8,,@,ND,2.0,0,0,0,0,0,0,17
5/4,,vs,ND,0.1,3,2,2,1,0,0,11
5/1,,vs,ND,1.0,1,0,0,0,1,1,17
4/30,,@,W 1-0,1.1,0,0,0,0,0,1,24
4/28,,@,ND,1.2,0,0,0,0,0,0,11
4/25,,vs,ND,0.2,2,1,1,0,0,0,6
4/24,,vs,ND,2.0,0,0,0,0,0,2,23
4/22,,@,ND,1.0,2,0,0,0,0,0,18
4/19,,@,ND,0.1,1,0,0,0,0,0,7
4/18,,@,ND,2.0,0,0,0,0,0,1,26
4/13,,vs,ND,1.1,0,1,0,0,1,1,20
4/11,,vs,ND,2.1,1,0,0,0,1,2,32
4/7,,@,ND,2.0,1,1,1,0,2,2,35
4/3,,@,ND,1.0,0,0,0,0,2,0,16
4/1,,vs,W 1-0,0.2,0,0,0,0,0,0,6
3/31,,vs,ND,1.0,0,0,0,0,0,0,3
