date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,ND,2.0,2,0,0,0,0,1,24
7/10,,@,L 0-1,5.0,7,1,1,1,1,5,102
7/4,,vs,L 0-1,4.2,4,2,2,1,3,8,86
6/29,,vs,ND,6.1,9,2,2,0,0,4,97
6/24,,@,W 1-0,5.1,4,4,4,3,1,4,69
6/15,,vs,ND,5.2,5,1,1,0,1,3,85
6/10,,@,ND,5.0,2,0,0,0,2,7,90
6/4,,vs,ND,6.0,6,6,6,4,1,5,84
5/29,,@,L 0-1,5.1,5,5,5,3,1,2,75
5/24,,vs,L 0-1,6.0,7,7,7,3,1,6,94
5/18,,vs,L 0-1,4.1,9,8,8,2,3,2,79
5/13,,@,L 0-1,7.0,5,2,2,1,0,6,96
5/7,,vs,W 1-0,6.0,6,1,1,1,3,10,99
5/2,,vs,W 1-0,7.0,4,0,0,0,1,5,87
4/26,,@,L 0-1,5.1,6,5,4,0,3,6,100
4/21,,vs,W 1-0,7.0,3,1,1,1,1,1,87
4/15,,@,W 1-0,6.0,3,1,1,1,1,11,97
4/10,,vs,ND,6.0,0,0,0,0,1,9,100
4/5,,@,ND,5.0,3,1,1,0,1,4,92
3/29,,vs,L 0-1,5.0,6,4,4,1,2,7,82
