date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/29,,vs,ND,2.0,2,1,0,0,0,1,35
7/28,,vs,ND,0.1,0,0,0,0,0,0,2
7/25,,@,ND,2.2,2,1,1,1,0,4,44
7/24,,@,ND,1.0,1,0,0,0,0,1,22
7/18,,vs,ND,3.0,2,1,1,1,0,2,39
7/9,,@,ND,1.0,2,1,1,0,0,2,24
7/7,,@,ND,0.1,1,0,0,0,0,1,9
7/4,,vs,ND,2.0,3,1,1,0,0,0,37
6/30,,@,ND,1.0,4,3,3,0,1,3,37
6/26,,vs,ND,2.1,4,2,1,0,0,2,52
6/22,,vs,ND,2.0,3,1,1,0,0,3,35
6/21,,@,ND,1.0,1,2,1,1,0,0,20
6/18,,@,ND,2.0,0,0,0,0,0,2,28
6/14,,vs,ND,2.0,1,0,0,0,0,0,19
6/13,,vs,ND,1.0,2,0,0,0,0,0,16
6/9,,vs,ND,2.0,2,1,1,0,1,3,35
6/6,,@,ND,2.2,2,2,1,1,0,2,55
6/1,,vs,ND,0.1,0,0,0,0,0,0,3
5/31,,@,ND,1.0,0,0,0,0,0,0,8
5/29,,@,ND,1.2,3,3,3,0,0,2,25
5/27,,@,ND,3.0,3,1,0,0,0,2,40
5/22,,vs,ND,1.0,1,1,1,0,1,0,19
5/19,,vs,ND,1.0,2,1,1,0,0,1,20
5/15,,vs,ND,1.0,0,0,0,0,0,0,8
5/11,,@,L 0-1,1.2,2,2,2,0,1,1,37
5/8,,@,ND,1.0,0,0,0,0,0,2,16
5/6,,vs,ND,0.2,1,1,1,0,2,0,20
5/4,,vs,ND,1.0,1,0,0,0,0,1,15
5/1,,vs,ND,0.2,2,2,2,0,0,1,17
4/28,,@,ND,1.0,1,1,1,1,0,1,17
4/26,,@,ND,1.0,2,2,2,0,1,0,29
4/22,,vs,W 1-0,1.0,0,0,0,0,0,2,12
4/19,,vs,ND,1.0,0,0,0,0,1,0,12
4/16,,@,ND,2.0,3,1,1,1,2,2,49
4/11,,@,ND,3.2,2,0,0,0,0,2,39
4/8,,vs,ND,2.0,1,0,0,0,1,2,32
4/5,,vs,ND,2.1,1,1,1,1,1,3,39
4/3,,vs,L 0-1,1.0,3,3,2,0,1,0,26
4/1,,@,ND,2.0,3,0,0,0,0,4,44
3/28,,@,ND,2.0,0,0,0,0,1,2,24
