date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/17,,vs,ND,2.0,6,4,4,1,1,2,43
8/12,,@,L 0-1,2.1,5,4,4,0,3,1,59
8/7,,vs,L 0-1,3.0,7,5,5,1,1,1,63
8/1,,@,ND,3.0,1,0,0,0,1,4,47
7/29,,vs,ND,3.0,2,0,0,0,0,1,30
7/26,,vs,ND,2.0,3,1,1,0,0,2,33
7/22,,@,ND,2.2,3,3,3,1,2,3,50
7/18,,@,ND,3.0,2,0,0,0,0,2,41
7/11,,vs,W 1-0,3.0,3,1,1,0,2,2,57
7/7,,vs,ND,2.0,0,0,0,0,0,2,24
7/2,,@,W 1-0,3.0,2,0,0,0,0,0,35
6/28,,vs,ND,2.0,3,0,0,0,1,1,42
6/24,,vs,ND,3.0,2,0,0,0,0,3,39
6/20,,@,ND,2.0,1,0,0,0,1,2,32
6/15,,@,ND,3.0,6,6,0,1,1,2,75
6/10,,vs,ND,3.2,3,4,4,1,3,3,76
6/4,,@,ND,4.0,4,1,1,1,0,3,55
5/25,,vs,ND,5.0,5,1,1,1,3,2,86
5/20,,@,W 1-0,5.0,4,0,0,0,1,1,95
5/14,,vs,W 1-0,5.0,4,2,2,0,3,2,76
5/8,,@,L 0-1,6.0,7,2,2,1,0,1,74
5/2,,vs,W 1-0,5.2,8,5,5,1,2,10,101
4/26,,@,L 0-1,3.2,5,5,4,0,1,4,81
4/21,,@,L 0-1,4.1,6,5,5,0,2,6,93
4/15,,vs,W 1-0,6.0,2,0,0,0,2,5,81
4/10,,@,ND,5.1,6,0,0,0,3,2,81
4/4,,vs,ND,4.2,5,2,2,0,3,5,84
3/29,,@,ND,4.1,6,2,2,0,0,8,85
