date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/1,,@,ND,0.0,2,0,0,0,0,0,12
6/25,,vs,ND,5.2,5,3,0,0,1,5,98
6/20,,@,L 0-1,2.2,10,10,10,2,1,2,80
6/14,,vs,W 1-0,5.0,4,1,1,0,1,2,90
6/9,,vs,L 0-1,6.0,6,6,6,1,2,5,98
6/3,,@,W 1-0,6.0,6,1,1,1,2,6,101
5/29,,vs,ND,4.2,8,4,4,0,1,5,94
5/23,,@,L 0-1,7.0,8,4,4,2,2,9,108
5/17,,vs,ND,5.0,2,3,3,1,6,4,96
5/12,,vs,W 1-0,6.0,7,2,2,1,1,7,100
5/6,,@,W 1-0,5.0,4,0,0,0,2,1,91
4/30,,vs,ND,6.0,4,3,1,0,3,6,90
4/24,,vs,L 0-1,5.2,7,2,2,0,3,8,95
4/18,,@,L 0-1,5.2,3,3,3,1,2,3,93
4/12,,vs,L 0-1,6.0,4,1,1,1,3,6,100
4/7,,vs,ND,4.2,3,3,3,0,3,5,101
4/1,,@,ND,5.1,3,1,1,0,2,7,92
3/26,,vs,W 1-0,5.0,6,4,4,2,0,7,80
