date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/4,,@,ND,5.2,6,1,1,1,2,7,94
6/29,,@,W 1-0,6.0,5,5,5,3,1,8,97
6/24,,vs,W 1-0,6.0,5,1,1,0,0,10,86
6/17,,@,W 1-0,6.0,4,2,1,0,3,7,93
6/12,,vs,ND,5.0,5,2,2,0,2,4,90
6/6,,@,L 0-1,5.0,9,6,6,1,0,5,86
5/31,,vs,W 1-0,6.0,5,2,2,1,0,11,80
5/26,,vs,W 1-0,6.1,7,1,1,0,1,5,95
5/21,,@,W 1-0,7.0,4,1,1,1,2,9,98
5/15,,vs,ND,6.2,7,4,4,1,0,5,100
5/9,,@,W 1-0,7.0,6,1,1,1,0,6,80
5/3,,vs,ND,7.2,4,0,0,0,2,6,82
4/28,,vs,L 0-1,4.1,6,6,6,2,3,7,87
4/22,,@,ND,7.0,4,2,2,1,2,5,94
4/16,,vs,ND,5.2,5,5,2,0,2,7,90
4/11,,@,ND,5.0,4,1,1,0,1,9,77
4/5,,vs,W 1-0,6.0,4,1,1,0,0,8,87
3/30,,@,L 0-1,6.0,4,2,2,0,4,3,87
