date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/5,,@,ND,1.2,3,2,0,0,0,2,39
7/2,,@,ND,1.0,0,0,0,0,0,2,16
6/27,,vs,ND,0.1,1,0,0,0,1,0,11
6/23,,vs,L 0-1,0.1,3,4,3,0,1,1,36
6/21,,@,ND,0.2,1,0,0,0,1,1,17
6/19,,@,ND,2.0,0,0,0,0,1,1,23
6/17,,vs,ND,1.1,1,0,0,0,0,1,16
6/13,,@,W 1-0,1.2,0,0,0,0,0,2,15
6/10,,@,ND,2.0,0,0,0,0,0,1,13
6/9,,@,ND,1.0,0,0,0,0,0,1,11
5/23,,@,ND,1.0,0,0,0,0,1,2,14
5/21,,vs,ND,1.1,1,0,0,0,0,1,19
5/20,,vs,ND,0.2,5,4,4,0,0,1,27
5/17,,vs,ND,1.0,0,0,0,0,1,0,15
5/14,,@,W 1-0,1.0,1,0,0,0,0,2,13
5/13,,@,ND,1.0,1,0,0,0,0,1,17
5/9,,@,ND,1.0,1,1,1,1,0,1,16
5/6,,vs,ND,1.0,2,1,1,0,1,2,27
5/1,,vs,ND,1.0,1,0,0,0,0,0,16
4/30,,@,ND,1.0,2,1,1,0,0,0,17
4/28,,@,ND,1.0,1,1,1,1,0,3,18
4/26,,vs,ND,1.0,2,1,1,0,0,1,16
4/25,,vs,ND,0.2,0,0,0,0,1,1,18
4/22,,@,ND,1.0,0,0,0,0,0,1,8
4/20,,@,ND,1.1,0,0,0,0,2,0,25
4/18,,@,ND,1.0,0,1,1,0,3,1,24
4/14,,vs,ND,1.0,0,0,0,0,0,2,15
4/11,,vs,ND,1.0,6,5,5,0,1,1,43
4/8,,@,ND,1.2,0,0,0,0,1,1,18
4/6,,@,L 0-1,0.2,3,3,3,2,0,1,13
4/4,,@,ND,2.1,3,1,1,1,1,1,30
3/30,,vs,ND,2.0,1,0,0,0,2,3,36
3/28,,vs,ND,0.2,2,3,3,0,1,0,20
3/26,,vs,ND,0.1,3,3,3,0,0,0,16
