date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/2,,@,W 1-0,6.0,4,2,2,1,2,4,89
6/27,,@,ND,6.0,9,5,5,1,0,10,93
6/21,,@,W 1-0,5.0,5,1,1,1,3,7,96
6/15,,vs,W 1-0,5.0,4,0,0,0,3,7,100
6/9,,@,ND,5.1,6,2,2,0,2,7,105
6/3,,vs,ND,6.0,4,2,2,1,1,9,98
5/26,,@,W 1-0,5.1,4,2,2,1,2,8,90
5/19,,@,W 1-0,6.0,3,1,1,1,0,9,86
5/14,,vs,W 1-0,6.0,2,0,0,0,2,7,95
5/9,,vs,W 1-0,6.0,4,1,1,1,3,2,87
5/3,,@,ND,7.0,3,0,0,0,1,7,94
4/28,,vs,W 1-0,6.0,7,2,2,1,1,9,97
4/21,,@,W 1-0,5.2,4,2,2,1,2,8,97
4/16,,vs,ND,6.0,2,0,0,0,1,4,87
4/10,,vs,L 0-1,5.1,7,5,5,2,4,2,92
4/5,,@,ND,6.0,5,1,1,1,1,9,87
3/30,,vs,W 1-0,5.0,1,0,0,0,3,7,78
