date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/11,,@,W 1-0,5.1,6,2,2,0,0,2,77
7/6,,@,W 1-0,5.0,4,0,0,0,0,6,72
6/30,,vs,W 1-0,5.1,3,1,1,1,1,2,66
6/3,,vs,ND,1.0,3,2,2,0,2,1,37
5/29,,@,ND,1.2,3,1,1,1,0,3,31
5/23,,vs,ND,1.2,2,1,1,1,0,0,23
5/20,,vs,ND,1.0,0,0,0,0,0,0,9
5/17,,@,ND,0.1,2,4,2,0,1,0,16
5/12,,@,ND,3.0,2,0,0,0,0,5,39
5/3,,@,ND,2.1,4,2,2,0,3,1,52
4/30,,@,ND,1.0,1,1,1,1,0,2,15
4/25,,vs,ND,3.0,2,4,4,1,3,5,56
4/19,,vs,ND,6.1,4,1,1,0,2,3,84
4/11,,@,L 0-1,6.0,5,4,3,2,3,6,101
4/5,,vs,ND,4.2,6,3,3,1,2,2,79
3/31,,vs,ND,6.0,6,5,5,0,1,3,85
