date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/1,,vs,ND,1.0,1,0,0,0,0,1,14
6/26,,@,L 0-1,5.2,7,5,5,1,3,0,90
6/20,,vs,L 0-1,5.2,8,6,2,1,2,8,90
6/14,,@,ND,4.0,8,2,2,0,3,1,98
6/8,,@,ND,4.1,4,3,3,0,2,5,91
5/31,,@,W 1-0,6.0,6,3,0,0,3,5,82
5/25,,@,ND,6.0,3,2,2,1,3,3,85
5/19,,vs,W 1-0,5.0,6,3,3,0,1,3,86
5/12,,@,W 1-0,5.2,4,2,2,0,1,6,96
5/6,,vs,L 0-1,4.0,7,6,6,2,3,7,90
5/1,,vs,W 1-0,6.1,3,2,1,1,1,9,94
4/24,,@,W 1-0,6.0,7,2,2,0,1,6,95
4/18,,vs,W 1-0,7.0,5,2,2,1,0,11,93
4/13,,vs,ND,3.2,3,4,0,0,1,6,89
4/8,,vs,ND,4.2,5,2,2,0,3,5,85
4/3,,vs,W 1-0,5.2,4,2,2,2,0,6,77
3/28,,@,ND,4.1,5,1,1,0,2,3,83
