date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/23,,@,ND,1.0,1,0,0,0,0,0,10
6/21,,vs,ND,1.2,4,3,3,1,1,3,37
6/14,,vs,ND,0.2,0,0,0,0,0,1,8
6/12,,vs,ND,2.0,0,0,0,0,0,1,21
6/10,,vs,ND,1.0,2,0,0,0,1,1,19
6/9,,vs,W 1-0,1.1,0,0,0,0,0,2,10
6/5,,@,ND,1.1,1,0,0,0,0,2,18
5/31,,@,ND,1.0,1,0,0,0,1,1,15
5/29,,@,ND,1.0,1,2,2,1,1,1,21
5/26,,vs,ND,1.2,2,1,1,1,1,4,39
5/20,,vs,L 0-1,0.2,2,2,2,1,0,1,18
5/18,,vs,ND,1.0,0,0,0,0,1,0,11
5/15,,@,L 0-1,0.2,1,1,0,0,1,0,5
5/13,,@,ND,1.0,0,0,0,0,1,2,22
5/10,,vs,ND,1.0,1,0,0,0,1,2,21
5/9,,vs,ND,1.0,0,0,0,0,0,2,15
4/8,,@,ND,1.1,4,5,5,1,2,3,41
4/5,,vs,ND,1.0,0,0,0,0,2,1,16
4/4,,vs,ND,1.0,0,0,0,0,0,1,18
4/2,,vs,ND,1.0,3,3,3,3,0,1,27
4/1,,vs,ND,0.2,0,0,0,0,0,1,7
