date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/28,,@,ND,1.0,0,0,0,0,0,1,15
6/23,,@,ND,6.2,5,5,1,0,3,13,104
6/16,,vs,W 1-0,7.0,5,2,2,1,2,9,106
6/10,,@,W 1-0,5.2,4,1,1,0,4,8,96
6/5,,vs,ND,6.0,7,5,5,3,2,2,90
5/30,,@,ND,5.1,7,2,2,0,2,6,95
5/25,,@,W 1-0,6.0,4,0,0,0,2,6,104
5/19,,vs,L 0-1,6.0,5,2,2,0,2,5,95
5/14,,@,ND,6.0,4,0,0,0,1,4,92
5/8,,vs,ND,3.0,6,6,5,1,3,6,95
5/3,,@,W 1-0,6.1,8,2,2,1,0,10,102
4/28,,vs,W 1-0,7.0,2,0,0,0,0,8,88
4/21,,@,ND,4.2,5,1,1,0,4,3,100
4/15,,vs,L 0-1,5.1,12,9,8,1,1,4,98
4/10,,vs,L 0-1,4.2,5,5,5,0,3,8,86
4/4,,@,W 1-0,6.2,5,1,1,0,0,11,99
3/29,,vs,L 0-1,6.0,6,6,6,2,1,7,99
