date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/18,,@,ND,4.0,6,5,5,2,1,5,69
7/12,,vs,ND,4.0,2,1,1,1,1,4,65
7/8,,vs,L 0-1,5.0,9,7,7,2,1,7,90
7/1,,@,L 0-1,5.0,7,5,5,1,1,7,92
6/25,,@,W 1-0,7.0,4,3,3,0,1,5,98
6/20,,vs,ND,6.0,5,1,1,0,2,6,95
6/15,,vs,L 0-1,7.0,4,4,4,2,2,10,102
6/10,,@,ND,5.0,8,2,2,0,3,6,87
6/3,,@,L 0-1,4.2,9,4,4,0,3,5,100
5/29,,vs,W 1-0,6.1,4,0,0,0,1,3,99
5/24,,@,ND,6.0,1,1,1,0,2,7,99
5/18,,@,L 0-1,1.0,3,2,2,0,2,2,28
5/12,,vs,W 1-0,8.0,3,1,1,1,1,5,95
5/7,,@,L 0-1,5.1,6,5,5,0,3,3,96
5/1,,@,ND,3.2,4,3,3,0,3,3,94
4/25,,vs,ND,5.0,6,3,3,0,3,7,106
4/19,,@,L 0-1,5.0,7,5,5,3,1,5,90
4/14,,@,L 0-1,4.2,3,2,2,0,6,5,94
4/8,,vs,W 1-0,5.0,1,0,0,0,2,9,82
4/3,,vs,ND,6.0,6,3,3,2,0,9,88
3/29,,@,W 1-0,5.1,2,2,2,0,3,7,90
