date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/12,,@,ND,1.2,1,0,0,0,2,3,30
6/10,,vs,W 1-0,1.0,1,0,0,0,1,0,14
6/7,,vs,ND,1.0,2,0,0,0,1,0,27
6/4,,@,ND,1.2,0,0,0,0,0,1,16
6/3,,@,ND,1.1,1,0,0,0,0,0,13
5/30,,@,ND,1.0,2,2,2,0,1,0,17
5/26,,vs,ND,1.0,0,0,0,0,2,0,25
5/24,,vs,ND,1.1,1,0,0,0,1,2,30
5/20,,vs,ND,1.2,1,0,0,0,1,0,23
5/16,,@,ND,1.0,0,0,0,0,0,1,10
5/12,,@,ND,2.1,2,0,0,0,0,2,34
5/8,,vs,ND,1.0,1,0,0,0,0,0,7
5/7,,vs,ND,1.0,1,0,0,0,2,0,14
5/4,,@,ND,0.2,1,0,0,0,1,1,13
5/1,,vs,ND,2.0,0,0,0,0,1,2,34
4/28,,vs,ND,1.0,2,3,3,1,0,0,26
4/26,,@,ND,0.2,1,0,0,0,1,0,16
4/22,,@,ND,1.2,1,1,1,1,0,1,17
4/17,,@,ND,1.2,2,0,0,0,0,3,25
4/15,,vs,ND,1.0,1,0,0,0,1,1,25
4/12,,vs,ND,1.0,0,0,0,0,0,1,11
4/11,,vs,ND,1.1,1,0,0,0,1,2,28
4/7,,@,ND,1.0,1,0,0,0,1,1,13
4/5,,@,ND,0.1,2,1,1,0,0,0,10
4/3,,@,ND,1.1,2,1,1,1,0,2,20
3/30,,vs,ND,1.0,0,0,0,0,0,0,14
3/27,,vs,ND,0.1,2,0,0,0,0,0,17
3/26,,vs,ND,1.0,1,0,0,0,0,0,15
