date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/31,,@,L 0-1,1.2,2,2,2,1,0,2,30
5/27,,@,ND,1.0,0,0,0,0,0,1,11
5/25,,@,ND,1.0,1,0,0,0,0,0,14
5/24,,vs,ND,0.2,0,0,0,0,1,0,13
5/18,,vs,ND,1.0,0,0,0,0,0,1,9
5/17,,@,ND,1.0,0,0,0,0,0,0,12
5/14,,@,ND,1.0,3,3,3,0,1,0,17
5/13,,@,ND,1.0,1,1,1,1,0,1,13
5/9,,vs,ND,0.1,0,0,0,0,0,0,3
5/8,,vs,ND,0.2,0,0,0,0,1,1,13
5/4,,vs,ND,0.2,0,0,0,0,0,0,10
5/3,,vs,ND,1.1,1,0,0,0,0,1,15
4/29,,@,ND,1.0,0,0,0,0,0,1,15
4/28,,@,ND,0.2,0,0,0,0,0,0,3
4/27,,@,ND,1.0,0,0,0,0,0,0,7
4/24,,@,ND,1.0,0,0,0,0,1,1,14
4/21,,vs,ND,1.1,0,0,0,0,0,2,19
4/18,,vs,ND,1.0,0,0,0,0,1,1,10
4/17,,vs,ND,1.1,0,0,0,0,0,2,17
4/15,,@,ND,1.1,2,1,1,1,0,1,16
4/13,,@,ND,0.1,0,0,0,0,0,0,6
4/11,,@,ND,1.0,0,0,0,0,1,2,20
4/7,,vs,ND,0.2,0,0,0,0,1,0,7
4/5,,@,W 1-0,0.1,0,0,0,0,0,0,5
4/4,,@,ND,0.2,0,0,0,0,0,1,10
3/30,,vs,ND,1.0,0,0,0,0,1,0,11
3/29,,vs,ND,1.0,0,0,0,0,0,2,14
