date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/24,,vs,L 0-1,6.0,7,6,6,2,2,9,104
6/17,,@,W 1-0,7.0,3,1,0,0,1,9,101
6/12,,vs,ND,4.0,3,2,2,0,4,6,93
6/6,,@,ND,6.0,3,1,1,0,3,5,101
5/31,,vs,W 1-0,5.0,2,1,1,0,5,2,94
5/25,,vs,L 0-1,3.1,5,7,7,2,2,6,78
5/19,,@,L 0-1,5.2,8,9,6,2,2,5,100
5/14,,vs,W 1-0,7.0,6,3,3,1,3,7,93
5/8,,@,ND,6.0,3,1,1,1,1,6,100
5/2,,@,ND,4.0,6,3,3,0,1,6,78
4/26,,vs,L 0-1,5.0,5,2,1,0,2,7,91
4/21,,vs,ND,6.2,5,3,3,1,0,10,99
4/14,,@,ND,7.0,2,1,1,0,2,8,95
4/9,,vs,L 0-1,6.1,3,2,2,0,2,8,100
4/3,,@,W 1-0,5.1,1,2,1,0,2,4,93
3/29,,vs,ND,5.0,4,2,2,1,2,8,84
