date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/5,,@,ND,0.0,0,0,0,0,0,0,0
7/3,,@,ND,1.0,0,0,0,0,0,2,15
7/2,,@,ND,1.2,0,0,0,0,0,0,15
6/29,,@,ND,0.2,0,0,0,0,1,0,12
6/28,,vs,ND,0.2,1,0,0,0,0,0,7
6/24,,vs,ND,1.1,0,0,0,0,0,2,23
6/22,,vs,W 1-0,0.2,0,0,0,0,0,1,6
6/20,,@,ND,1.0,1,0,0,0,0,1,16
6/19,,@,ND,1.0,1,0,0,0,0,1,8
6/16,,@,ND,0.2,2,2,1,0,1,2,27
6/12,,vs,ND,1.0,0,0,0,0,0,0,14
6/3,,@,ND,2.0,2,0,0,0,0,3,30
5/31,,vs,ND,1.1,0,0,0,0,3,0,25
4/7,,vs,ND,0.2,1,1,1,1,1,0,13
4/5,,vs,ND,1.0,0,0,0,0,1,1,15
4/4,,vs,W 1-0,1.0,2,1,1,0,0,0,10
4/1,,@,ND,2.0,3,1,1,0,1,3,39
3/29,,@,ND,0.1,3,4,4,0,1,1,17
3/28,,@,ND,1.0,0,0,0,0,1,1,15
