date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/18,,@,ND,2.1,2,0,0,0,0,1,32
8/15,,vs,ND,1.2,1,0,0,0,0,2,26
8/11,,vs,ND,2.0,3,1,1,1,0,2,39
8/9,,@,ND,1.0,0,0,0,0,0,0,9
8/6,,@,ND,1.0,0,0,0,0,0,0,9
8/4,,@,ND,1.0,0,0,0,0,0,0,11
7/31,,vs,ND,2.0,4,3,3,0,0,2,30
7/29,,vs,ND,1.1,2,0,0,0,0,2,22
7/25,,@,ND,2.1,2,0,0,0,1,3,36
7/21,,@,ND,1.0,1,0,0,0,0,0,12
7/19,,vs,ND,2.0,2,0,0,0,1,3,33
7/17,,vs,ND,1.0,0,0,0,0,0,2,12
6/14,,vs,ND,1.2,6,4,4,0,0,1,41
5/1,,vs,ND,0.2,3,1,1,0,1,1,27
4/30,,vs,ND,1.1,1,1,1,1,0,0,12
4/22,,@,ND,0.2,1,0,0,0,0,0,6
