date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/10,,vs,ND,0.1,0,0,0,0,0,0,2
6/8,,vs,W 1-0,1.1,0,0,0,0,0,1,12
6/6,,@,ND,2.0,1,0,0,0,0,3,24
6/2,,vs,ND,1.1,1,0,0,0,0,2,19
5/31,,vs,ND,1.2,2,1,1,1,0,1,19
5/30,,vs,ND,1.0,2,1,1,1,0,0,9
5/25,,@,ND,2.0,2,0,0,0,0,2,32
5/19,,vs,ND,0.2,0,0,0,0,1,1,16
5/15,,vs,ND,2.0,0,0,0,0,0,0,19
5/12,,@,ND,1.2,3,2,2,0,0,2,32
5/5,,vs,W 1-0,1.0,1,0,0,0,1,0,9
5/4,,vs,ND,0.2,3,0,0,0,0,0,17
5/2,,vs,ND,1.0,0,0,0,0,0,1,12
4/29,,@,ND,1.0,1,0,0,0,1,0,18
4/20,,vs,L 0-1,1.0,3,3,3,0,1,0,23
4/17,,vs,ND,2.1,4,2,2,0,1,2,47
4/14,,@,ND,1.0,3,1,1,0,0,1,21
4/11,,vs,ND,1.2,2,0,0,0,0,2,20
4/5,,@,ND,2.0,1,0,0,0,0,0,26
3/31,,vs,ND,1.2,0,0,0,0,0,1,18
3/28,,vs,ND,1.0,1,0,0,0,0,1,23
3/26,,vs,ND,1.0,1,0,0,0,1,2,29
