date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/26,,vs,L 0-1,2.2,4,4,4,2,2,3,56
8/21,,@,ND,3.0,1,0,0,0,2,4,48
8/19,,@,ND,1.0,0,0,0,0,0,1,14
8/15,,@,ND,4.1,0,0,0,0,1,7,64
8/9,,vs,W 1-0,3.0,1,0,0,0,0,1,41
8/5,,@,ND,0.2,0,0,0,0,1,0,6
8/1,,vs,ND,1.0,1,1,1,1,0,0,8
7/31,,vs,ND,1.0,0,0,0,0,0,1,11
7/25,,@,ND,2.0,0,0,0,0,0,4,29
7/22,,vs,ND,1.1,3,0,0,0,0,2,22
7/19,,vs,ND,2.0,2,2,2,1,0,4,31
7/18,,vs,ND,1.0,0,0,0,0,0,1,14
6/17,,@,ND,1.0,4,2,2,0,0,1,28
6/10,,vs,ND,2.1,2,0,0,0,0,3,31
6/7,,@,ND,2.0,3,1,1,1,1,1,37
5/31,,vs,ND,2.0,2,0,0,0,0,3,27
5/30,,vs,ND,1.0,2,6,2,1,2,2,35
5/26,,vs,ND,3.0,5,2,2,0,0,3,33
