date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/3,,vs,ND,2.0,1,0,0,0,1,1,34
6/27,,@,ND,4.0,1,0,0,0,0,4,47
6/22,,@,L 0-1,4.2,3,1,1,1,5,4,91
6/16,,vs,L 0-1,2.0,4,3,3,0,3,2,55
6/9,,@,ND,3.2,4,3,3,1,2,2,67
6/3,,vs,W 1-0,6.0,5,2,2,1,2,4,89
5/29,,@,ND,4.2,7,3,3,2,1,5,80
5/23,,vs,L 0-1,5.0,6,2,2,2,2,10,87
5/17,,vs,W 1-0,6.0,5,0,0,0,1,4,87
5/12,,vs,ND,4.0,1,2,2,1,4,5,78
5/1,,@,ND,5.0,7,6,5,1,3,4,87
4/24,,vs,W 1-0,6.0,7,3,3,2,3,4,89
4/19,,@,ND,4.2,4,2,2,1,1,4,81
4/13,,vs,ND,4.0,3,3,3,0,2,3,59
4/8,,@,W 1-0,6.2,5,2,2,1,3,6,99
4/3,,@,ND,6.0,1,0,0,0,3,4,85
3/29,,vs,L 0-1,5.0,5,3,3,1,2,4,76
